street_name,city,price,bedroom_number,price_per_unit,living_space,land_space,land_space_unit,property_type
Seward Avenue,Bronx,700000.0,6.0,208.0,3350.0,2500.0,sqft,MULTI_FAMILY
72nd St,Brooklyn,845999.0,3.0,829.0,1020.0,1751.0,sqft,SINGLE_FAMILY
B Banyer Place,Bronx,1100000.0,8.0,,,2084.0,sqft,MULTI_FAMILY
51st St,Brooklyn,949000.0,3.0,926.0,1024.0,1602.0,sqft,SINGLE_FAMILY
Underhill Avenue,Bronx,715000.0,,397.0,1800.0,,,MULTI_FAMILY
57th St #3A,Brooklyn,999000.0,7.0,353.0,2824.0,,,CONDO
Underhill Avenue,Bronx,1499999.0,9.0,599.0,2500.0,2500.0,sqft,MULTI_FAMILY
74th St,Brooklyn,1699000.0,7.0,66.0,25500.0,2550.0,sqft,MULTI_FAMILY
Betts Avenue,Bronx,675000.0,5.0,1041.0,648.0,3415.0,sqft,MULTI_FAMILY
Neptune Lane UNIT 15112,Bronx,300000.0,2.0,,,,,CONDO
New Utrecht Ave,Brooklyn,1549000.0,9.0,510.0,3036.0,2356.0,sqft,MULTI_FAMILY
Morrison Avenue UNIT 9L,Bronx,310000.0,2.0,344.0,900.0,,,CONDO
Underhill Avenue,Bronx,540000.0,2.0,375.0,1440.0,1755.0,sqft,SINGLE_FAMILY
Underhill Avenue UNIT A,Bronx,349000.0,2.0,372.0,936.0,,,CONDO
24 24th Street,Queens,2000000.0,3.0,792.0,2523.0,2523.0,sqft,SINGLE_FAMILY
Surf Drive UNIT 30,Bronx,499000.0,3.0,413.0,1206.0,,,CONDO
Cambridge Avenue UNIT 8G,Bronx,410000.0,2.0,315.0,1300.0,,,CONDO
09 40th Avenue,Queens,2000000.0,7.0,798.0,2504.0,2504.0,sqft,MULTI_FAMILY
Newman Avenue,Bronx,580000.0,3.0,394.0,1472.0,2200.0,sqft,SINGLE_FAMILY
Terrace View Ave,Bronx,799000.0,3.0,422.0,1889.0,1975.0,sqft,SINGLE_FAMILY
21 5th St #5C,Queens,1845000.0,2.0,1455.0,1268.0,,,CONDO
Morrison Ave APT 18L,Bronx,359000.0,2.0,398.0,900.0,,,CONDO
Palisade Ave APT 4-L,Bronx,625000.0,3.0,416.0,1500.0,,,CONDO
16 Queens Plz S #22B,Queens,925000.0,1.0,1657.0,558.0,,,CONDO
Homer Ave,Bronx,250000.0,3.0,,,2250.0,sqft,SINGLE_FAMILY
Hudson Manor Ter APT 1FE,Bronx,549000.0,3.0,366.0,1500.0,,,CONDO
51st Ave APT 2S,Queens,1365000.0,2.0,1320.0,1034.0,,,CONDO
Soundview Avenue,Bronx,715000.0,5.0,415.0,1722.0,2788.0,sqft,MULTI_FAMILY
Fieldston Rd APT 7-L,Bronx,249000.0,1.0,332.0,750.0,,,CONDO
Court Sq APT 5510,Queens,1850390.0,2.0,1903.0,972.0,,,CONDO
Metcalf Avenue UNIT 5A,Bronx,160000.0,2.0,211.0,756.0,,,CONDO
Fairfield Ave APT 7H,Bronx,549000.0,3.0,354.0,1550.0,,,CONDO
Court Sq APT 4407,Queens,741520.0,0.0,1853.0,400.0,,,CONDO
Bolton Ave,Bronx,938000.0,8.0,335.0,2800.0,2800.0,sqft,SINGLE_FAMILY
Johnson Ave APT 12J,Bronx,675000.0,3.0,450.0,1500.0,,,CONDO
Court Sq APT 4505,Queens,1100029.0,1.0,1762.0,624.0,,,CONDO
Wheeler Avenue,Bronx,649000.0,3.0,265.0,2442.0,2444.0,sqft,SINGLE_FAMILY
Fairfield Ave APT 7E,Bronx,299000.0,2.0,332.0,900.0,,,CONDO
Court Sq APT 5201,Queens,1909624.0,2.0,1970.0,969.0,,,CONDO
Sunset Boulevard,Bronx,420000.0,3.0,393.0,1068.0,,,CONDO
Hudson Manor Ter APT 3EE,Bronx,239000.0,1.0,289.0,825.0,,,CONDO
Court Sq APT 3107,Queens,1082752.0,1.0,1538.0,704.0,,,CONDO
Oxford Ave APT 1E,Bronx,295000.0,2.0,347.0,850.0,,,CONDO
Morrison Ave APT 8F,Bronx,339000.0,2.0,376.0,900.0,,,CONDO
Court Sq APT 2803,Queens,1508540.0,2.0,1520.0,992.0,,,CONDO
Palisade Ave APT 8G,Bronx,619000.0,2.0,,,,,CONDO
Taylor Avenue,Bronx,269000.0,5.0,103.0,2604.0,2500.0,sqft,MULTI_FAMILY
Court Sq #2710,Queens,1229682.0,1.0,1813.0,678.0,,,CONDO
Boynton Ave APT 12B,Bronx,339000.0,2.0,376.0,900.0,,,CONDO
Tibbett Avenue,Bronx,975000.0,4.0,422.0,2310.0,2901.0,sqft,SINGLE_FAMILY
Court Sq #707,Queens,949509.0,1.0,1348.0,704.0,,,CONDO
Olmstead Ave,Bronx,699000.0,5.0,459.0,1520.0,2625.0,sqft,MULTI_FAMILY
W 236th St APT 4-D,Bronx,239000.0,1.0,265.0,900.0,,,CONDO
35 45th Ave #5D,Queens,650000.0,0.0,1287.0,505.0,,,CONDO
Quimby Avenue,Bronx,880000.0,6.0,473.0,1860.0,2575.0,sqft,MULTI_FAMILY
W 236th St APT 3B,Bronx,650000.0,2.0,632.0,1028.0,1028.0,sqft,CONDO
17 Greenpoint Avenue,Queens,1250000.0,4.0,,,2215.0,sqft,MULTI_FAMILY
Leland Ave,Bronx,469000.0,3.0,372.0,1260.0,2500.0,sqft,SINGLE_FAMILY
W 235th St APT 7A,Bronx,249000.0,1.0,301.0,825.0,,,CONDO
64 Jackson Ave #2B,Queens,775000.0,1.0,1343.0,577.0,,,CONDO
Thieriot Avenue,Bronx,685000.0,5.0,326.0,2100.0,2310.0,sqft,MULTI_FAMILY
Johnson Ave APT 9D,Bronx,324900.0,1.0,433.0,750.0,,,CONDO
64 Jackson Ave #2D,Queens,1250000.0,2.0,1314.0,951.0,,,CONDO
Betts Avenue,Bronx,168500.0,,,,3846.0,sqft,LOT
Johnson Ave APT 11H,Bronx,379000.0,1.0,170.0,2223.0,,,CONDO
64 Jackson Ave #2A,Queens,1811000.0,3.0,1331.0,1360.0,,,CONDO
Taylor Ave,Bronx,1188888.0,7.0,670.0,1772.0,2178.0,sqft,SINGLE_FAMILY
Riverdale Ave APT 5H,Bronx,165000.0,0.0,330.0,500.0,,,CONDO
64 Jackson Ave PENTHOUSE 2,Queens,2127400.0,3.0,1606.0,1324.0,,,CONDO
659 Taylor Avenue,Bronx,1088888.0,7.0,265.0,4100.0,2152.0,sqft,SINGLE_FAMILY
Henry Hudson Pkwy W,Bronx,1249900.0,4.0,482.0,2588.0,1979.0,sqft,SINGLE_FAMILY
64 Jackson Ave #2C,Queens,745000.0,1.0,1357.0,549.0,,,CONDO
216 Husson Ave,Bronx,589500.0,3.0,,,5600.0,sqft,LOT
Palisade Ave APT 14K,Bronx,395000.0,1.0,548.0,720.0,,,CONDO
Thomson Ave UNIT 403,Queens,880000.0,1.0,1041.0,845.0,4.89,acres,CONDO
Lacombe Ave,Bronx,620000.0,4.0,563.0,1100.0,1767.0,sqft,TOWNHOUSE
Henry Hudson Pkwy W APT 7B,Bronx,334000.0,2.0,,,,,CONDO
27th Street LOT 016,Queens,4198000.0,,,,5009.0,sqft,LOT
Lacombe Avenue,Bronx,895000.0,5.0,481.0,1857.0,5001.0,sqft,MULTI_FAMILY
Cambridge Ave APT 4K,Bronx,199000.0,1.0,265.0,750.0,,,CONDO
Jackson Ave APT 1008,Queens,1620000.0,2.0,1324.0,1223.0,,,CONDO
Turnbull Avenue,Bronx,914000.0,6.0,427.0,2137.0,6334.0,sqft,MULTI_FAMILY
W 239th Street,Bronx,1400000.0,9.0,347.0,4032.0,1999.0,sqft,MULTI_FAMILY
Court Sq APT 5008,Queens,1548120.0,2.0,1605.0,964.0,,,CONDO
St Lawrence Avenue,Bronx,725000.0,5.0,411.0,1760.0,2450.0,sqft,MULTI_FAMILY
Corlear Ave,Bronx,724999.0,2.0,,,3000.0,sqft,MULTI_FAMILY
01 Vernon Blvd #2C,Queens,800000.0,1.0,,,,,CONDO
Boynton Ave APT 19D,Bronx,475000.0,3.0,395.0,1200.0,,,CONDO
Kappock St #S26,Bronx,499000.0,2.0,356.0,1400.0,,,CONDO
Thomson Ave UNIT 702,Queens,1595000.0,1.0,1197.0,1332.0,4.89,acres,CONDO
Bailey Avenue UNIT 5D,Bronx,240000.0,2.0,266.0,900.0,,,CONDO
28 Thomson Ave #810/811,Queens,4995000.0,3.0,1816.0,2750.0,,,CONDO
Independence Ave APT 5F,Bronx,290000.0,2.0,290.0,1000.0,,,CONDO
Court Sq #4404,Queens,1052922.0,1.0,1658.0,635.0,,,CONDO
Kappock St APT 25J,Bronx,234000.0,1.0,283.0,825.0,,,CONDO
14 11 Street,Queens,1950000.0,3.0,812.0,2400.0,1238.0,sqft,MULTI_FAMILY
Hudson Manor Ter APT 2AW,Bronx,388000.0,2.0,323.0,1200.0,,,CONDO
26 Jackson Ave #305,Queens,895000.0,2.0,1137.0,787.0,,,CONDO
Arlington Avenue UNIT 3A,Bronx,199000.0,2.0,248.0,800.0,,,CONDO
15 Queens Plz N #7-A,Queens,1295000.0,2.0,1061.0,1220.0,,,CONDO
Henry Hudson Pkwy APT 1G,Bronx,279000.0,1.0,310.0,900.0,,,CONDO
01 Vernon Blvd #2E,Queens,850000.0,1.0,,,,,CONDO
Independence Ave APT 7J,Bronx,474900.0,2.0,458.0,1035.0,,,CONDO
01 Vernon Blvd #4A,Queens,900000.0,1.0,,,,,CONDO
Bailey Avenue,Bronx,999000.0,6.0,333.0,3000.0,1751.0,sqft,MULTI_FAMILY
Thomson Ave UNIT 311,Queens,1975450.0,2.0,1233.0,1602.0,4.89,acres,CONDO
Palisade Ave APT 3L,Bronx,725000.0,3.0,517.0,1400.0,,,CONDO
W 240th St APT 3G,Bronx,509000.0,2.0,442.0,1149.0,,,CONDO
01 Vernon Blvd #3B,Queens,850000.0,1.0,,,,,CONDO
14 21st Rd #3D,Queens,873200.0,1.0,1183.0,738.0,,,CONDO
Kappock St APT 1208,Bronx,460000.0,2.0,328.0,1400.0,,,CONDO
34th Ave,Queens,1300000.0,2.0,1247.0,1042.0,780.0,sqft,CONDO
23rd St,Queens,1399000.0,6.0,550.0,2541.0,2200.0,sqft,MULTI_FAMILY
Henry Hudson Pkwy APT 11C,Bronx,219000.0,1.0,,,,,CONDO
14 34th Ave UNIT S4F,Queens,835000.0,1.0,1237.0,675.0,,,CONDO
37 23rd Street,Queens,1399000.0,6.0,,,2200.0,sqft,MULTI_FAMILY
Johnson Ave APT 3A,Bronx,749500.0,3.0,468.0,1600.0,0.6899,acres,CONDO
Crescent St APT 11D,Queens,560000.0,0.0,1336.0,419.0,,,CONDO
Riverdale Ave APT 4G,Bronx,165500.0,1.0,,,,,CONDO
01 Vernon Blvd #3A,Queens,850000.0,1.0,1553.0,547.0,,,CONDO
Kappock St APT 1M,Bronx,270000.0,1.0,312.0,864.0,,,CONDO
21st Dr,Queens,1749000.0,3.0,859.0,2034.0,2300.0,sqft,MULTI_FAMILY
43 21st Drive,Queens,1749000.0,3.0,,,2300.0,sqft,MULTI_FAMILY
17 26th St #2017,Queens,1050000.0,2.0,,,,,SINGLE_FAMILY
28 Thomson Avenue UNIT 311,Queens,1975450.0,2.0,1233.0,1602.0,,,CONDO
11 21st Ave #2L,Queens,959000.0,2.0,949.0,1010.0,,,CONDO
19 24th Ave #L208,Queens,685000.0,1.0,659.0,1038.0,,,APARTMENT
Court Sq W #2707,Queens,1068672.0,1.0,1518.0,704.0,,,CONDO
Kappock Street UNIT 2P,Bronx,289000.0,2.0,301.0,960.0,,,CONDO
10 11th Street,Queens,2400000.0,3.0,,,2000.0,sqft,MULTI_FAMILY
Kappock St APT 12E,Bronx,539000.0,3.0,414.0,1300.0,,,CONDO
17 42nd Rd #10A,Queens,1359888.0,2.0,1244.0,1093.0,,,CONDO
Kappock St APT 8C,Bronx,390000.0,2.0,,,,,CONDO
14 Crescent St #12D,Queens,525000.0,0.0,1252.0,419.0,,,CONDO
Kappock St UNIT 5GH,Bronx,749900.0,4.0,340.0,2200.0,,,CONDO
14 Crescent St #6B,Queens,635000.0,1.0,889.0,714.0,,,CONDO
Arlington Avenue UNIT 5F,Bronx,169000.0,1.0,250.0,675.0,,,CONDO
60 Crescent St #10C,Queens,2250000.0,3.0,1534.0,1466.0,,,CONDO
Netherland Ave APT 5C,Bronx,220000.0,1.0,283.0,775.0,,,CONDO
01 Vernon Blvd #2B,Queens,800000.0,1.0,,,,,CONDO
Irwin Avenue UNIT 6G,Bronx,199000.0,1.0,265.0,750.0,,,CONDO
Jackson Ave APT 1007,Queens,935000.0,1.0,1330.0,703.0,,,CONDO
Johnson Ave APT 5A,Bronx,309900.0,2.0,317.0,975.0,,,CONDO
17 42nd Rd #5E,Queens,1493888.0,2.0,1216.0,1228.0,,,CONDO
Kappock Street UNIT 26S,Bronx,499000.0,2.0,356.0,1400.0,,,CONDO
Court Sq W #4A,Queens,1185000.0,2.0,1312.0,903.0,,,CONDO
Netherland Ave,Bronx,1750000.0,4.0,465.0,3760.0,5000.0,sqft,SINGLE_FAMILY
14 34th Ave #N5C,Queens,820000.0,1.0,1269.0,646.0,,,CONDO
Johnson Ave APT 17S,Bronx,399000.0,1.0,434.0,919.0,,,CONDO
14 34th Ave #S7C,Queens,1000000.0,2.0,1184.0,844.0,,,CONDO
Greystone Avenue UNIT 3L,Bronx,339999.0,2.0,339.0,1000.0,,,CONDO
14 34th Ave #N4D,Queens,750000.0,1.0,1146.0,654.0,,,CONDO
Greystone Ave APT 6L,Bronx,365000.0,2.0,331.0,1100.0,,,CONDO
Court Sq W #4G,Queens,790000.0,1.0,1359.0,581.0,,,CONDO
Cambridge Avenue UNIT 7J,Bronx,289000.0,2.0,321.0,900.0,,,CONDO
37th Ave,Queens,1279000.0,4.0,717.0,1782.0,1728.0,sqft,MULTI_FAMILY
Cambridge Ave APT 7D,Bronx,595000.0,2.0,741.0,802.0,,,CONDO
24 45th Ave #6,Queens,1500000.0,6.0,868.0,1728.0,,,APARTMENT
Giles Pl,Bronx,775000.0,4.0,418.0,1850.0,5930.0,sqft,SINGLE_FAMILY
24 45th Avenue,Queens,1500000.0,6.0,,,1728.0,sqft,SINGLE_FAMILY
Greystone Ave APT 2H,Bronx,315000.0,2.0,350.0,900.0,,,CONDO
17 42nd Rd UNIT PT2A,Queens,1568888.0,2.0,,,,,CONDO
Independence Ave APT 6B,Bronx,625000.0,3.0,543.0,1150.0,,,CONDO
16 Queens Plz S #21B,Queens,850000.0,1.0,1523.0,558.0,,,CONDO
Johnson Ave APT 5K,Bronx,564900.0,2.0,451.0,1250.0,,,CONDO
14 21st Rd #3A,Queens,1507000.0,2.0,1000.0,1507.0,,,CONDO
23rd St APT 8B,Queens,1105000.0,2.0,,,,,CONDO
Cambridge Ave APT 5C,Bronx,685000.0,3.0,609.0,1123.0,,,CONDO
14 21st Rd #2D,Queens,775000.0,1.0,1050.0,738.0,,,CONDO
30 44th Dr PENTHOUSE H,Queens,2550000.0,3.0,1785.0,1428.0,,,CONDO
Henry Hudson Pkwy APT 11F,Bronx,349900.0,1.0,333.0,1050.0,,,CONDO
53 Ditmars Blvd #6FAM,Queens,1695000.0,11.0,328.0,5160.0,,,APARTMENT
Irwin Ave APT 12H,Bronx,435000.0,3.0,362.0,1200.0,1.44,acres,CONDO
44th Dr PENTHOUSE D,Queens,2800000.0,3.0,1736.0,1612.0,,,CONDO
14 21st Rd #1C,Queens,1065000.0,2.0,1108.0,961.0,,,CONDO
W 231st St,Bronx,1399000.0,4.0,510.0,2740.0,5719.0,sqft,SINGLE_FAMILY
12 28th Street,Queens,7880000.0,9.0,1970.0,4000.0,6685.0,sqft,MULTI_FAMILY
14 21st Rd #1D,Queens,825000.0,1.0,1117.0,738.0,,,CONDO
Arlington Ave APT 6D,Bronx,325000.0,2.0,316.0,1026.0,,,CONDO
14 21st Rd #2A,Queens,1097000.0,2.0,1000.0,1097.0,,,CONDO
11th St,Queens,3395000.0,6.0,1062.0,3196.0,1942.0,sqft,MULTI_FAMILY
Henry Hudson Pkwy W #6G,Bronx,295000.0,1.0,295.0,1000.0,,,CONDO
14 21st Rd #1B,Queens,1695000.0,3.0,1000.0,1695.0,,,CONDO
17 51st Ave #805,Queens,2695000.0,3.0,1198.0,2249.0,,,CONDO
W 239th St APT 5B,Bronx,399000.0,2.0,399.0,1000.0,0.73,acres,CONDO
Crescent St APT 12C,Queens,525000.0,0.0,1043.0,503.0,,,CONDO
Henry Hudson Pkwy APT 7F,Bronx,365000.0,1.0,347.0,1050.0,,,CONDO
Crescent St APT 12B,Queens,715000.0,1.0,1001.0,714.0,,,CONDO
Henry Hudson Pkwy W #3ED,Bronx,1175000.0,5.0,,,,,CONDO
26 27th St #9F,Queens,749000.0,1.0,1093.0,685.0,,,CONDO
Henry Hudson Pkwy W #7A,Bronx,230000.0,1.0,306.0,750.0,,,CONDO
27th St APT 2E,Queens,1138000.0,2.0,1008.0,1128.0,,,CONDO
Kappock St APT 21K,Bronx,225000.0,1.0,281.0,800.0,,,CONDO
15 Queens Plz N #6,Queens,749000.0,1.0,985.0,760.0,,,CONDO
W 239th St APT B3,Bronx,1495000.0,3.0,622.0,2400.0,1619.0,sqft,CONDO
Vernon Blvd #B,Queens,3498000.0,8.0,466.0,7500.0,,,APARTMENT
Johnson Ave APT 6A,Bronx,1000000.0,3.0,500.0,2000.0,5000.0,sqft,CONDO
Court Sq #513,Queens,942530.0,1.0,1335.0,706.0,,,CONDO
Henry Hudson Pkwy #15LM,Bronx,935000.0,3.0,467.0,2000.0,,,CONDO
Crescent St,Queens,1399000.0,5.0,874.0,1600.0,2504.0,sqft,MULTI_FAMILY
Kappock St APT 6F,Bronx,160000.0,1.0,200.0,800.0,,,CONDO
Greystone Ave APT 3B,Bronx,399000.0,3.0,295.0,1350.0,,,CONDO
Court Sq #311,Queens,961798.0,1.0,1427.0,674.0,,,CONDO
Riverdale Ave #4F,Bronx,318500.0,1.0,,,,,CONDO
29 32nd St #2A,Queens,925100.0,2.0,1100.0,841.0,,,CONDO
Scenic Pl,Bronx,6995000.0,5.0,2281.0,3066.0,1.49,acres,SINGLE_FAMILY
17 42nd Rd UNIT 9E,Queens,1533888.0,2.0,1249.0,1228.0,,,CONDO
W 238th St APT 1C,Bronx,350000.0,2.0,269.0,1300.0,,,CONDO
11th St APT 6C,Queens,955000.0,1.0,1235.0,773.0,,,CONDO
Greystone Ave APT 4E,Bronx,205000.0,1.0,227.0,900.0,,,CONDO
17 51st Ave #1103,Queens,1699000.0,2.0,1414.0,1201.0,,,CONDO
W 237th St APT 5D,Bronx,989000.0,2.0,683.0,1446.0,,,CONDO
16 Queens Plz S #22C,Queens,825000.0,1.0,1427.0,578.0,,,CONDO
W 237th St APT 9A,Bronx,929000.0,2.0,651.0,1427.0,,,CONDO
Court Sq #4204,Queens,1046318.0,1.0,1647.0,635.0,,,CONDO
Greystone Avenue UNIT 7A,Bronx,145000.0,1.0,181.0,800.0,,,CONDO
Court Sq APT 4510,Queens,1614220.0,2.0,1660.0,972.0,,,CONDO
Morrison Ave APT 2D,Bronx,425000.0,3.0,354.0,1200.0,,,CONDO
Fieldston Rd APT 3B,Bronx,299000.0,2.0,,,,,CONDO
Court Sq APT 4211,Queens,2497829.0,3.0,1883.0,1326.0,,,CONDO
Lacombe Avenue,Bronx,1995000.0,11.0,461.0,4320.0,,,MULTI_FAMILY
Kappock St #4EF,Bronx,499000.0,4.0,293.0,1700.0,,,CONDO
Court Sq #2408,Queens,1577285.0,2.0,1612.0,978.0,,,CONDO
Surf Drive,Bronx,479000.0,3.0,365.0,1311.0,,,CONDO
Independence Ave APT 1A,Bronx,299000.0,2.0,249.0,1200.0,,,CONDO
Court Sq APT 1006,Queens,703920.0,0.0,1676.0,420.0,,,CONDO
Underhill Avenue UNIT 4A,Bronx,260000.0,2.0,279.0,930.0,,,TOWNHOUSE
Palisade Avenue UNIT 2K,Bronx,185000.0,1.0,217.0,850.0,,,CONDO
Court Sq APT 409,Queens,881790.0,0.0,1547.0,570.0,,,CONDO
Boynton Avenue UNIT 18A,Bronx,230000.0,1.0,306.0,750.0,,,CONDO
W 232nd St APT 2D,Bronx,259000.0,1.0,345.0,750.0,,,CONDO
29 32nd St #4A,Queens,980890.0,2.0,1152.0,851.0,,,CONDO
Lacombe Avenue,Bronx,490500.0,4.0,252.0,1946.0,1790.0,sqft,MULTI_FAMILY
Irwin Ave APT 7J,Bronx,225000.0,1.0,300.0,750.0,,,CONDO
29 32nd St #1B,Queens,1983235.0,3.0,1221.0,1623.0,,,CONDO
Metcalf Avenue UNIT 3H,Bronx,110000.0,2.0,145.0,756.0,,,CONDO
Kappock St APT 8N,Bronx,235000.0,1.0,276.0,850.0,,,CONDO
23rd St APT 7C,Queens,730000.0,1.0,1292.0,565.0,,,CONDO
Beach Ave,Bronx,645000.0,7.0,230.0,2800.0,2178.0,sqft,MULTI_FAMILY
Johnson Ave APT 4S,Bronx,389000.0,1.0,389.0,1000.0,,,CONDO
Metcalf Avenue UNIT 8D,Bronx,220000.0,2.0,291.0,756.0,,,CONDO
W 236th St APT 4A,Bronx,259500.0,2.0,259.0,1000.0,,,CONDO
23rd St APT 5D,Queens,710000.0,1.0,1256.0,565.0,,,CONDO
Effingham Avenue,Bronx,515000.0,3.0,,,1949.0,sqft,TOWNHOUSE
Henry Hudson Pkwy APT 10S,Bronx,850000.0,3.0,503.0,1688.0,,,CONDO
Thomson Ave,Queens,1688000.0,1.0,1317.0,1281.0,4.8882,acres,CONDO
Pugsley Ave,Bronx,639000.0,5.0,236.0,2700.0,2500.0,sqft,MULTI_FAMILY
Arlington Ave APT 7E,Bronx,315000.0,2.0,,,,,CONDO
11 Jackson Ave #3D,Queens,865000.0,1.0,1100.0,786.0,,,CONDO
Kappock Street UNIT 2P,Bronx,280000.0,1.0,329.0,850.0,,,CONDO
51st Ave,Queens,1350000.0,2.0,1140.0,1184.0,,,CONDO
W 239 Street UNIT 5A,Bronx,200000.0,1.0,248.0,805.0,,,CONDO
14 Crescent St #10A,Queens,1000000.0,2.0,844.0,1184.0,,,CONDO
Palisade Ave APT 8F,Bronx,259000.0,1.0,345.0,750.0,,,CONDO
23rd St APT 6B,Queens,795000.0,1.0,,,,,CONDO
Kappock St APT 808,Bronx,555000.0,2.0,,,,,CONDO
30th St,Brooklyn,915000.0,3.0,693.0,1320.0,2504.0,sqft,MULTI_FAMILY
23rd St APT 4C,Queens,715000.0,1.0,,,,,CONDO
Fairfield Ave APT 8AB,Bronx,849999.0,3.0,499.0,1700.0,0.3375,acres,CONDO
36th St APT 402,Brooklyn,1250000.0,4.0,925.0,1350.0,,,CONDO
23rd St APT 4D,Queens,700000.0,1.0,,,,,CONDO
W 239th St APT 7J,Bronx,314900.0,2.0,349.0,900.0,,,CONDO
20th St,Brooklyn,1595000.0,5.0,690.0,2310.0,2500.0,sqft,MULTI_FAMILY
23rd St APT 6D,Queens,720000.0,1.0,,,,,CONDO
Kappock St APT 4B,Bronx,225000.0,1.0,281.0,800.0,,,CONDO
22nd St APT 4A,Brooklyn,1295000.0,2.0,1150.0,1126.0,,,CONDO
Court Sq #4310,Queens,1604500.0,2.0,1650.0,972.0,,,CONDO
41st St APT 4B,Brooklyn,595000.0,2.0,,,,,CONDO
Henry Hudson Pkwy W #5B,Bronx,435000.0,2.0,348.0,1250.0,,,CONDO
Court Sq #4008,Queens,1499920.0,2.0,1555.0,964.0,,,CONDO
36th St,Brooklyn,1499000.0,8.0,499.0,3000.0,2003.0,sqft,MULTI_FAMILY
Henry Hudson Parkway UNIT 5B,Bronx,435000.0,2.0,348.0,1250.0,,,CONDO
43 48th Ave #1B,Queens,2950000.0,3.0,1193.0,2472.0,,,CONDO
8th Ave FLOOR 2,Brooklyn,2590000.0,4.0,801.0,3231.0,,,APARTMENT
Riverdale Ave #3,Bronx,749000.0,0.0,701.0,1068.0,,,APARTMENT
01 Vernon Blvd #3D,Queens,1250000.0,2.0,,,,,CONDO
39th Street,Brooklyn,1800000.0,4.0,903.0,1992.0,2505.0,sqft,MULTI_FAMILY
Greystone Ave #6AB,Bronx,625000.0,2.0,390.0,1600.0,,,CONDO
01 Vernon Blvd #4D,Queens,1300000.0,2.0,1583.0,821.0,,,CONDO
41st St APT 17,Brooklyn,485000.0,2.0,574.0,844.0,,,CONDO
Riverdale Avenue,Bronx,749000.0,0.0,,0.0,,,CONDO
Carpenter Avenue,Bronx,950000.0,8.0,300.0,3165.0,3572.0,sqft,MULTI_FAMILY
23rd St APT 5C,Queens,725000.0,1.0,1247.0,581.0,,,CONDO
5th Ave #4A,Brooklyn,749000.0,1.0,1112.0,673.0,,,CONDO
Kappock St APT 2M,Bronx,274900.0,1.0,323.0,850.0,,,CONDO
Ely Avenue,Bronx,599000.0,4.0,519.0,1152.0,,,SINGLE_FAMILY
Jackson Ave APT 718,Queens,2295000.0,3.0,1521.0,1508.0,,,CONDO
41st St,Brooklyn,335000.0,1.0,24.0,13588.0,500.0,sqft,CONDO
Kappock St APT 6F,Bronx,299000.0,2.0,323.0,925.0,,,CONDO
E 231st Street,Bronx,699000.0,4.0,229.0,3046.0,,,MULTI_FAMILY
01 Vernon Blvd #3E,Queens,900000.0,1.0,1645.0,547.0,,,CONDO
36th St,Brooklyn,1399000.0,4.0,860.0,1625.0,1628.0,sqft,MULTI_FAMILY
Cambridge Ave APT 6C,Bronx,449000.0,3.0,,,,,CONDO
E 223rd Street,Bronx,639000.0,3.0,390.0,1636.0,2579.0,sqft,SINGLE_FAMILY
23rd St #3C,Queens,705000.0,1.0,1213.0,581.0,,,CONDO
7th Ave APT 9,Brooklyn,575000.0,2.0,43.0,13188.0,4500.0,sqft,CONDO
Henry Hudson Pkwy APT 1E,Bronx,284900.0,1.0,542.0,525.0,,,CONDO
De Reimer Ave,Bronx,565000.0,3.0,337.0,1672.0,2025.0,sqft,MULTI_FAMILY
23rd St #3D,Queens,690000.0,1.0,1221.0,565.0,,,CONDO
W 239th St APT 3K,Bronx,199900.0,1.0,235.0,850.0,,,CONDO
39th St #1,Brooklyn,1299999.0,6.0,,,,,MULTI_FAMILY
E 227th Street,Bronx,720000.0,,542.0,1328.0,2858.0,sqft,MULTI_FAMILY
23rd St #2A,Queens,685000.0,1.0,1236.0,554.0,,,CONDO
Sedgwick Ave APT 11C,Bronx,179000.0,1.0,238.0,750.0,,,CONDO
39th St,Brooklyn,2499999.0,12.0,710.0,3518.0,2504.0,sqft,MULTI_FAMILY
De Reimer Avenue,Bronx,585000.0,3.0,349.0,1672.0,1712.0,sqft,SINGLE_FAMILY
Thomson Ave UNIT 312,Queens,1385000.0,1.0,1053.0,1315.0,4.89,acres,CONDO
Henry Hudson Pkwy APT 18Y,Bronx,755000.0,2.0,549.0,1375.0,,,CONDO
5th Ave,Brooklyn,1980000.0,,,,3120.0,sqft,SINGLE_FAMILY
De Reimer Avenue,Bronx,730000.0,5.0,420.0,1734.0,,,MULTI_FAMILY
17 42nd Rd UNIT 23A,Queens,1529888.0,2.0,,,,,CONDO
Kappock St APT 8U,Bronx,200000.0,1.0,,,,,CONDO
24th St,Brooklyn,1625000.0,3.0,902.0,1800.0,2003.0,sqft,MULTI_FAMILY
E 223rd Street,Bronx,949000.0,9.0,297.0,3187.0,2500.0,sqft,MULTI_FAMILY
9th St,Queens,1600000.0,7.0,515.0,3105.0,2442.0,sqft,MULTI_FAMILY
Sedgwick Ave APT 6E,Bronx,189000.0,1.0,252.0,750.0,,,CONDO
19th St FLOOR 3,Brooklyn,1700000.0,5.0,,,,,MULTI_FAMILY
Edson Avenue,Bronx,670000.0,3.0,310.0,2160.0,3751.0,sqft,SINGLE_FAMILY
Palisade Ave APT 4C,Bronx,999000.0,3.0,657.0,1519.0,0.5926,acres,CONDO
