street_name,city,price,bedroom_number,price_per_unit,living_space,land_space,land_space_unit,property_type
Underhill Avenue,Bronx,849000.0,7.0,292.0,2900.0,,,MULTI_FAMILY
Court Sq #2201,Queens,1548847.0,2.0,1665.0,930.0,,,CONDO
60th St,Brooklyn,2180000.0,,,,2604.0,sqft,MULTI_FAMILY
Leland Avenue UNIT C,Bronx,360000.0,2.0,384.0,936.0,,,CONDO
Court Sq APT 1005,Queens,1217192.0,2.0,1306.0,932.0,,,CONDO
46th St,Brooklyn,1999000.0,5.0,,,3005.0,sqft,MULTI_FAMILY
Cicero Avenue,Bronx,569999.0,5.0,245.0,2325.0,1799.0,sqft,MULTI_FAMILY
Johnson Ave #E,Bronx,264800.0,1.0,311.0,850.0,,,CONDO
Court Sq #2907,Queens,1075712.0,1.0,1528.0,704.0,,,CONDO
62nd Street,Brooklyn,1790000.0,7.0,539.0,3320.0,2000.0,sqft,MULTI_FAMILY
Homer Avenue,Bronx,679000.0,4.0,385.0,1760.0,2252.0,sqft,SINGLE_FAMILY
Oxford Ave APT L1,Bronx,235000.0,1.0,335.0,700.0,,,CONDO
Court Sq #2802,Queens,1732812.0,2.0,1738.0,997.0,,,CONDO
Dahill Rd,Brooklyn,1450000.0,8.0,435.0,3328.0,2150.0,sqft,MULTI_FAMILY
Betts Avenue,Bronx,579000.0,2.0,408.0,1418.0,3511.0,sqft,SINGLE_FAMILY
Henry Hudson Pkwy APT 14T,Bronx,395000.0,2.0,,,,,CONDO
Court Sq APT 1703,Queens,1392388.0,2.0,1403.0,992.0,,,CONDO
W 6th St,Brooklyn,1580000.0,6.0,564.0,2800.0,1999.0,sqft,SINGLE_FAMILY
Johnson Ave APT 2C,Bronx,649000.0,3.0,432.0,1500.0,,,CONDO
Leland Avenue UNIT 27C,Bronx,365000.0,2.0,389.0,936.0,0.8145,acres,CONDO
Court Sq APT 4405,Queens,1096784.0,1.0,1757.0,624.0,,,CONDO
73rd St,Brooklyn,1888888.0,,579.0,3258.0,4000.0,sqft,MULTI_FAMILY
Kappock St APT 6N,Bronx,259000.0,1.0,,,,,CONDO
Beach Avenue,Bronx,785000.0,6.0,,,2500.0,sqft,SINGLE_FAMILY
Court Sq #2801,Queens,1587834.0,2.0,1707.0,930.0,,,CONDO
61st St,Brooklyn,1650000.0,5.0,750.0,2200.0,3000.0,sqft,MULTI_FAMILY
W 239th St APT 4A,Bronx,209000.0,1.0,245.0,850.0,1742.0,sqft,CONDO
Story Avenue,Bronx,1174000.0,7.0,338.0,3465.0,2574.0,sqft,MULTI_FAMILY
Court Sq APT 4504,Queens,1056224.0,1.0,1663.0,635.0,,,CONDO
Riverdale Ave APT 2F,Bronx,230000.0,1.0,67.0,3392.0,0.9326,acres,CONDO
72nd St,Brooklyn,2250000.0,8.0,750.0,3000.0,4000.0,sqft,MULTI_FAMILY
Olmstead Avenue,Bronx,350000.0,3.0,180.0,1944.0,,,SINGLE_FAMILY
Court Sq APT 5104,Queens,1076036.0,1.0,1694.0,635.0,,,CONDO
Palisade Ave APT 8C,Bronx,639000.0,2.0,532.0,1200.0,,,CONDO
64th St,Brooklyn,995000.0,3.0,452.0,2200.0,2000.0,sqft,MULTI_FAMILY
Morrison Avenue UNIT 6F,Bronx,329000.0,2.0,365.0,900.0,,,CONDO
45 21st St #1,Queens,4895000.0,5.0,,,,,MULTI_FAMILY
Kappock St APT 16A,Bronx,184995.0,1.0,217.0,850.0,,,CONDO
70th St #2C,Brooklyn,788000.0,3.0,747.0,1054.0,,,MULTI_FAMILY
Olmstead Avenue,Bronx,700000.0,7.0,302.0,2314.0,2239.0,sqft,MULTI_FAMILY
21 44th Dr #205,Queens,1575000.0,2.0,1581.0,996.0,,,CONDO
18th Ave #4,Brooklyn,2399000.0,4.0,631.0,3800.0,,,APARTMENT
W 238th St APT 2J,Bronx,299000.0,3.0,294.0,1015.0,,,CONDO
Lacombe Ave,Bronx,625000.0,4.0,462.0,1352.0,3001.0,sqft,SINGLE_FAMILY
27 Purves St #7D,Queens,829000.0,1.0,,,,,CONDO
64th St SUITE 1,Brooklyn,1399000.0,11.0,508.0,2750.0,,,APARTMENT
Henry Hudson Pkwy APT 1C,Bronx,405000.0,2.0,368.0,1100.0,,,CONDO
Fteley Ave,Bronx,875000.0,6.0,327.0,2673.0,1666.0,sqft,MULTI_FAMILY
17 42nd Rd PENTHOUSE 2A,Queens,1569888.0,2.0,,,,,CONDO
16th Ave,Brooklyn,1050000.0,3.0,795.0,1320.0,1306.0,sqft,MULTI_FAMILY
Fairfield Ave APT 3D,Bronx,525000.0,3.0,338.0,1550.0,,,CONDO
Boynton UNIT 18F,Bronx,325000.0,2.0,342.0,950.0,,,CONDO
64 Jackson Ave #4D,Queens,1310000.0,2.0,1374.0,953.0,,,CONDO
68th St,Brooklyn,2299000.0,6.0,613.0,3750.0,4791.0,sqft,MULTI_FAMILY
Fieldston Rd APT 4K,Bronx,240000.0,1.0,,,,,CONDO
Fteley Avenue,Bronx,949000.0,8.0,263.0,3600.0,2082.0,sqft,MULTI_FAMILY
64 Jackson Ave #5D,Queens,1340000.0,2.0,1406.0,953.0,,,CONDO
Avenue O #4,Brooklyn,2490000.0,10.0,429.0,5800.0,2250.0,sqft,APARTMENT
Hudson Manor Ter APT 14J,Bronx,610000.0,2.0,470.0,1297.0,,,CONDO
Saint Lawrence Avenue,Bronx,629900.0,3.0,376.0,1675.0,2500.0,sqft,SINGLE_FAMILY
64 Jackson Ave #6A,Queens,1986000.0,3.0,1460.0,1360.0,,,CONDO
73rd St,Brooklyn,1550000.0,9.0,605.0,2560.0,2500.0,sqft,MULTI_FAMILY
Tibbett Ave APT 4E,Bronx,219995.0,1.0,314.0,700.0,1.44,acres,CONDO
Olmstead Avenue,Bronx,675000.0,3.0,305.0,2206.0,2191.0,sqft,SINGLE_FAMILY
62nd St,Brooklyn,1099000.0,4.0,798.0,1376.0,1983.0,sqft,MULTI_FAMILY
30 35th Street,Queens,2200000.0,6.0,493.0,4460.0,2521.0,sqft,MULTI_FAMILY
Riverdale Ave APT 2G,Bronx,142999.0,0.0,285.0,500.0,0.9326,acres,CONDO
Lacombe Avenue,Bronx,799900.0,6.0,285.0,2800.0,2801.0,sqft,MULTI_FAMILY
61st St,Brooklyn,1288000.0,7.0,539.0,2388.0,1600.0,sqft,MULTI_FAMILY
19 Borden Ave #9THFLR-L,Queens,880000.0,1.0,1212.0,726.0,,,CONDO
Riverdale Ave APT 2B,Bronx,250000.0,1.0,343.0,728.0,0.9326,acres,CONDO
Taylor Avenue,Bronx,1100000.0,9.0,354.0,3100.0,2500.0,sqft,MULTI_FAMILY
Bay Pkwy,Brooklyn,5280000.0,,926.0,5700.0,7270.0,sqft,LOT
21 44th Dr #202,Queens,1295000.0,2.0,1404.0,922.0,,,CONDO
W 237th St APT 5B,Bronx,1099000.0,3.0,621.0,1768.0,,,CONDO
Elder Avenue UNIT 901A,Bronx,327000.0,2.0,385.0,848.0,1.0606,acres,CONDO
W 7th St,Brooklyn,4850000.0,12.0,354.0,13692.0,5201.0,sqft,MULTI_FAMILY
30 44th Dr #4N,Queens,1050000.0,1.0,1491.0,704.0,,,CONDO
W 239th St APT 5D,Bronx,439000.0,2.0,351.0,1250.0,,,CONDO
Patterson Ave,Bronx,969000.0,9.0,343.0,2820.0,1951.0,sqft,MULTI_FAMILY
Avenue P APT F9,Brooklyn,298999.0,1.0,341.0,875.0,,,CONDO
27th St,Queens,1498888.0,3.0,874.0,1714.0,2125.0,sqft,MULTI_FAMILY
Palisade Ave APT 10H,Bronx,850000.0,3.0,579.0,1468.0,,,CONDO
Bruckner Blvd,Bronx,889000.0,7.0,846.0,1050.0,2574.0,sqft,MULTI_FAMILY
55th St,Brooklyn,2600000.0,8.0,737.0,3526.0,3660.0,sqft,MULTI_FAMILY
31 27th Street,Queens,1498888.0,3.0,,,2125.0,sqft,MULTI_FAMILY
Kings Bridge Ter #4Q,Bronx,99999.0,0.0,,,,,CONDO
Surf Drive UNIT 110,Bronx,450000.0,3.0,373.0,1206.0,,,CONDO
70th St,Brooklyn,1799000.0,6.0,584.0,3080.0,2000.0,sqft,MULTI_FAMILY
12 44th Dr #6B,Queens,940000.0,1.0,1446.0,650.0,,,CONDO
Riverdale Ave APT 3K,Bronx,319000.0,1.0,,,,,CONDO
Harding Park,Bronx,549000.0,3.0,475.0,1155.0,3742.0,sqft,SINGLE_FAMILY
14 31st Street,Queens,1.73,4.0,,,2250.0,sqft,MULTI_FAMILY
61st St APT 3A,Brooklyn,749000.0,2.0,542.0,1380.0,,,CONDO
Palisade Avenue UNIT 2G,Bronx,219000.0,1.0,257.0,850.0,,,CONDO
Rudd Place,Bronx,537000.0,3.0,497.0,1080.0,1559.0,sqft,SINGLE_FAMILY
W 8th St,Brooklyn,2290000.0,7.0,636.0,3600.0,3667.0,sqft,MULTI_FAMILY
Thomson Ave UNIT 423,Queens,799000.0,1.0,1123.0,711.0,4.89,acres,CONDO
Palisade Ave,Bronx,219000.0,2.0,257.0,850.0,0.7972,acres,CONDO
Beacon Lane UNIT 102,Bronx,539000.0,4.0,380.0,1418.0,,,CONDO
64th St,Brooklyn,1299000.0,11.0,246.0,5280.0,2750.0,sqft,MULTI_FAMILY
Court Sq #3108,Queens,1613385.0,2.0,1649.0,978.0,,,CONDO
Johnson Ave PENTHOUSE P,Bronx,589000.0,2.0,436.0,1350.0,,,CONDO
Howe Avenue,Bronx,680000.0,4.0,357.0,1902.0,3986.0,sqft,MULTI_FAMILY
20th Ave,Brooklyn,1860000.0,,830.0,2240.0,2000.0,sqft,SINGLE_FAMILY
Court Sq APT 5603,Queens,1227626.0,1.0,1786.0,687.0,,,CONDO
W 238th St APT 6B,Bronx,315000.0,2.0,315.0,1000.0,,,CONDO
Newman Avenue,Bronx,679999.0,3.0,348.0,1950.0,2783.0,sqft,SINGLE_FAMILY
W 1st St #5G,Brooklyn,718000.0,2.0,708.0,1013.0,,,CONDO
Court Sq APT 5702,Queens,1956263.0,2.0,1986.0,985.0,,,CONDO
Kappock Street UNIT 5E,Bronx,225000.0,1.0,267.0,840.0,,,CONDO
Heron Lane UNIT 455,Bronx,549000.0,3.0,,,,,CONDO
Court Sq APT 5504,Queens,1135314.0,1.0,1787.0,635.0,,,CONDO
Kappock Street UNIT 4U,Bronx,195000.0,1.0,243.0,800.0,,,CONDO
Leland Avenue UNIT 27B,Bronx,350000.0,2.0,373.0,936.0,0.8145,acres,CONDO
Court Sq APT 5209,Queens,1783000.0,2.0,1828.0,975.0,,,CONDO
Arlington Avenue UNIT 3J,Bronx,355000.0,2.0,373.0,950.0,,,CONDO
Johnson Ave APT 7F,Bronx,349000.0,1.0,357.0,975.0,,,CONDO
Court Sq APT 5212,Queens,1909624.0,2.0,1970.0,969.0,,,CONDO
Independence Ave APT 5D,Bronx,265000.0,1.0,302.0,875.0,,,CONDO
Court Sq #2809,Queens,1143785.0,1.0,1830.0,625.0,,,CONDO
Court Sq APT 1405,Queens,1231172.0,2.0,1321.0,932.0,,,CONDO
Fort Independence Street,Bronx,550000.0,4.0,431.0,1276.0,2082.0,sqft,SINGLE_FAMILY
09 48th Ave #2P,Queens,1599000.0,2.0,1472.0,1086.0,,,CONDO
Scenic Pl,Bronx,3300000.0,5.0,1571.0,2100.0,6240.0,sqft,SINGLE_FAMILY
33 Jackson Ave #4A,Queens,1315000.0,2.0,1429.0,920.0,,,CONDO
Henry Hudson Pkwy PENTHOUSE F,Bronx,365000.0,2.0,,,,,CONDO
27th St APT 4D,Queens,649000.0,0.0,1180.0,550.0,4500.0,sqft,CONDO
Kingsbridge Terrace,Bronx,1599999.0,11.0,391.0,4091.0,7126.0,sqft,MULTI_FAMILY
15 11th St #3A,Queens,1050000.0,1.0,1211.0,867.0,,,CONDO
Bailey Avenue UNIT 5H,Bronx,150000.0,1.0,300.0,500.0,,,CONDO
21 43rd Ave #508,Queens,1370000.0,2.0,1309.0,1046.0,,,CONDO
W 239th St APT 6D,Bronx,425000.0,3.0,340.0,1250.0,,,CONDO
Tibbett Ave APT 6G,Bronx,325000.0,2.0,361.0,900.0,1.44,acres,CONDO
Kappock St APT 7B,Bronx,199500.0,1.0,275.0,725.0,,,CONDO
Fairfield Ave APT 2C,Bronx,250000.0,2.0,250.0,1000.0,,,CONDO
61st St,Brooklyn,4995000.0,,656.0,7609.0,5000.0,sqft,SINGLE_FAMILY
Olmstead Avenue,Bronx,635000.0,5.0,326.0,1944.0,1943.0,sqft,SINGLE_FAMILY
Avenue O,Brooklyn,1498000.0,,,,2000.0,sqft,SINGLE_FAMILY
Surf Drive UNIT 138,Bronx,549000.0,3.0,418.0,1311.0,,,CONDO
67th St,Brooklyn,1599000.0,6.0,799.0,2000.0,3049.0,sqft,MULTI_FAMILY
Fleet Court,Bronx,449000.0,2.0,423.0,1061.0,,,CONDO
60th St #4B,Brooklyn,599000.0,2.0,833.0,719.0,,,CONDO
Harding Park,Bronx,520000.0,3.0,314.0,1655.0,4908.0,sqft,SINGLE_FAMILY
60th St #6C,Brooklyn,519000.0,1.0,988.0,525.0,,,CONDO
Mermaid Lane UNIT 280,Bronx,534000.0,3.0,442.0,1206.0,,,CONDO
55th St,Brooklyn,1190000.0,4.0,806.0,1475.0,2530.0,sqft,MULTI_FAMILY
Seward Avenue,Bronx,649999.0,3.0,388.0,1674.0,2500.0,sqft,SINGLE_FAMILY
Avenue P APT 8B,Brooklyn,710000.0,2.0,861.0,824.0,,,CONDO
Cornell Avenue,Bronx,599000.0,3.0,232.0,2581.0,4744.0,sqft,SINGLE_FAMILY
Avenue P APT 7B,Brooklyn,730000.0,2.0,885.0,824.0,,,CONDO
Torry Avenue,Bronx,649000.0,3.0,327.0,1980.0,3572.0,sqft,SINGLE_FAMILY
Avenue P APT 7A,Brooklyn,880000.0,3.0,805.0,1092.0,,,CONDO
White Plains Road,Bronx,639000.0,3.0,532.0,1200.0,,,TOWNHOUSE
Avenue P APT 6C,Brooklyn,890000.0,3.0,784.0,1134.0,,,CONDO
Fleet Court UNIT 16210,Bronx,389000.0,2.0,352.0,1105.0,,,CONDO
Stephens Avenue,Bronx,235000.0,,,,3119.0,sqft,LOT
Avenue P APT 6A,Brooklyn,850000.0,3.0,790.0,1075.0,,,CONDO
Lacombe Avenue,Bronx,799999.0,7.0,416.0,1920.0,2801.0,sqft,MULTI_FAMILY
Avenue P APT 8A,Brooklyn,820000.0,3.0,789.0,1039.0,,,CONDO
Elder Avenue UNIT 917C,Bronx,340000.0,3.0,378.0,899.0,1.0606,acres,CONDO
28 Thomson Ave #127,Queens,925000.0,0.0,1073.0,862.0,,,CONDO
Avenue P APT 7C,Brooklyn,890000.0,3.0,784.0,1134.0,,,CONDO
Commonwealth Avenue,Bronx,849000.0,7.0,310.0,2730.0,,,MULTI_FAMILY
45 44th Dr #1,Queens,620000.0,0.0,1183.0,524.0,,,CONDO
Avenue P APT 4C,Brooklyn,880000.0,3.0,776.0,1134.0,,,CONDO
Sunset Boulevard UNIT 12210,Bronx,425000.0,2.0,390.0,1089.0,,,CONDO
34 11th St #603,Queens,1295000.0,2.0,1333.0,971.0,,,CONDO
Avenue P APT 4A,Brooklyn,840000.0,3.0,781.0,1075.0,,,CONDO
Sunset Boulevard UNIT 10115,Bronx,389000.0,2.0,357.0,1089.0,,,CONDO
Court Sq PENTHOUSE 203,Queens,1625000.0,1.0,2365.0,687.0,,,CONDO
Avenue P APT 3A,Brooklyn,840000.0,3.0,781.0,1075.0,,,CONDO
Underhill Avenue,Bronx,650000.0,4.0,414.0,1570.0,2500.0,sqft,MULTI_FAMILY
Johnson Ave APT 1E,Bronx,319000.0,1.0,375.0,850.0,,,CONDO
Court Sq APT 1601,Queens,1499614.0,2.0,1612.0,930.0,,,CONDO
Avenue P APT 3C,Brooklyn,880000.0,3.0,776.0,1134.0,,,CONDO
Bruckner Boulevard,Bronx,669888.0,4.0,418.0,1600.0,2549.0,sqft,SINGLE_FAMILY
Hudson Manor Ter APT 2J,Bronx,399000.0,2.0,319.0,1250.0,,,CONDO
Avenue P APT 2B,Brooklyn,720000.0,2.0,853.0,844.0,,,CONDO
Jackson Ave APT 3W,Queens,1300000.0,2.0,1200.0,1083.0,,,CONDO
Commonwealth Ave,Bronx,799999.0,6.0,298.0,2680.0,2500.0,sqft,MULTI_FAMILY
Cambridge Ave #C1,Bronx,699000.0,0.0,291.0,2400.0,,,CONDO
Avenue P APT 2C,Brooklyn,690000.0,2.0,832.0,829.0,,,CONDO
29 32nd St #3B,Queens,967210.0,2.0,1148.0,842.0,,,CONDO
Saint Lawrence Avenue,Bronx,780000.0,5.0,330.0,2360.0,1951.0,sqft,MULTI_FAMILY
Shrady Pl,Bronx,1099900.0,3.0,846.0,1300.0,6675.0,sqft,SINGLE_FAMILY
Avenue P APT 1B,Brooklyn,780000.0,2.0,942.0,828.0,,,CONDO
Jackson Ave #210,Queens,2195000.0,3.0,1513.0,1450.0,,,CONDO
Neptune Ln #1,Bronx,299000.0,1.0,,,,,CONDO
W 232nd St APT 3H,Bronx,325000.0,2.0,,,,,CONDO
Avenue P APT 2A,Brooklyn,830000.0,3.0,759.0,1093.0,,,CONDO
Court Sq APT 4707,Queens,747760.0,0.0,1869.0,400.0,,,CONDO
Boynton Avenue UNIT 7K,Bronx,359000.0,2.0,398.0,900.0,,,CONDO
Palisade Ave APT 8G,Bronx,314900.0,1.0,393.0,800.0,,,CONDO
Bay Pkwy #2,Brooklyn,1699000.0,0.0,857.0,1982.0,,,APARTMENT
Bolton Avenue,Bronx,565000.0,4.0,437.0,1290.0,,,SINGLE_FAMILY
12 44th Dr #2C,Queens,1299000.0,2.0,1615.0,804.0,,,CONDO
Independence Avenue UNIT 2J,Bronx,450000.0,2.0,428.0,1050.0,,,CONDO
68th St,Brooklyn,1930000.0,10.0,549.0,3510.0,2700.0,sqft,MULTI_FAMILY
Queens Plz N UNIT 7E,Queens,775000.0,1.0,1019.0,760.0,6565.0,sqft,CONDO
Stephens Avenue,Bronx,699999.0,5.0,429.0,1630.0,2072.0,sqft,MULTI_FAMILY
Sedgwick Avenue,Bronx,699000.0,3.0,340.0,2050.0,1246.0,sqft,SINGLE_FAMILY
60th St,Brooklyn,1880000.0,7.0,671.0,2800.0,2178.0,sqft,MULTI_FAMILY
Morrison Avenue UNIT 5G,Bronx,359000.0,2.0,398.0,900.0,,,CONDO
27th St APT 5E,Queens,1199888.0,2.0,1161.0,1033.0,,,CONDO
Kappock St APT 22A,Bronx,225000.0,1.0,281.0,800.0,,,CONDO
72nd Street,Brooklyn,1700000.0,7.0,,,2500.0,sqft,MULTI_FAMILY
Olmstead Avenue,Bronx,589990.0,4.0,,,4282.0,sqft,MULTI_FAMILY
02 49th Ave #2C,Queens,1295000.0,2.0,1221.0,1060.0,,,CONDO
Johnson Ave APT 14A,Bronx,385000.0,1.0,394.0,975.0,,,CONDO
Irwin Ave APT 7A,Bronx,239000.0,1.0,1.0,234000.0,1.44,acres,CONDO
44 Crescent Street UNIT 3A,Queens,899999.0,1.0,1442.0,624.0,2500.0,sqft,CONDO
20th Ave,Brooklyn,1590000.0,6.0,898.0,1769.0,2613.0,sqft,MULTI_FAMILY
/ 334 Underhill Avenue,Bronx,975000.0,6.0,477.0,2040.0,2500.0,sqft,MULTI_FAMILY
Oxford Ave APT 7C,Bronx,1195000.0,4.0,596.0,2002.0,,,CONDO
44 Crescent Street UNIT 3B,Queens,899999.0,1.0,1449.0,621.0,2500.0,sqft,CONDO
73rd St APT 2C,Brooklyn,788000.0,3.0,747.0,1054.0,,,CONDO
Soundview Avenue,Bronx,965000.0,6.0,319.0,3024.0,3337.0,sqft,MULTI_FAMILY
W 232nd St APT 15A,Bronx,389000.0,2.0,,,,,CONDO
21 5th St #5G,Queens,2550000.0,3.0,1512.0,1686.0,,,CONDO
71st St,Brooklyn,1789000.0,,596.0,3000.0,2500.0,sqft,MULTI_FAMILY
Thieriot Ave,Bronx,525000.0,4.0,416.0,1260.0,2613.0,sqft,SINGLE_FAMILY
Riverdale Ave APT 1F,Bronx,299000.0,1.0,,,,,CONDO
01 Vernon Blvd #4C,Queens,900000.0,1.0,,,,,CONDO
18th Ave #1,Brooklyn,1880000.0,2.0,752.0,2500.0,,,APARTMENT
Harding Park,Bronx,625000.0,4.0,,,3248.0,sqft,SINGLE_FAMILY
Hudson Manor Ter APT 1AW,Bronx,345000.0,2.0,303.0,1135.0,,,CONDO
66th St,Brooklyn,2100000.0,7.0,596.0,3520.0,3000.0,sqft,MULTI_FAMILY
Morrison Ave APT 3F,Bronx,359000.0,2.0,398.0,900.0,,,CONDO
Court Sq #1610,Queens,1144360.0,1.0,1687.0,678.0,,,CONDO
Henry Hudson Pkwy APT 3AN,Bronx,455000.0,2.0,364.0,1250.0,,,CONDO
64th St APT 1C,Brooklyn,538000.0,2.0,684.0,786.0,6000.0,sqft,CONDO
Morrison Ave APT 8K,Bronx,359000.0,2.0,398.0,900.0,,,CONDO
Court Sq APT 1201,Queens,1469883.0,2.0,1580.0,930.0,,,CONDO
Palisade Ave APT 4E,Bronx,220000.0,0.0,440.0,500.0,,,CONDO
66th St,Brooklyn,1233000.0,,,,2300.0,sqft,MULTI_FAMILY
Harding Park,Bronx,589000.0,3.0,624.0,943.0,,,SINGLE_FAMILY
Court Sq APT 4907,Queens,751920.0,0.0,1879.0,400.0,,,CONDO
Henry Hudson Pkwy W #5G,Bronx,295000.0,1.0,317.0,930.0,,,CONDO
16th Ave,Brooklyn,999000.0,,,,800.0,sqft,SINGLE_FAMILY
Castle Hill Avenue,Bronx,1600000.0,3.0,492.0,3250.0,2034.0,sqft,MULTI_FAMILY
09 48th Ave #3G,Queens,929000.0,1.0,1274.0,729.0,,,CONDO
Henry Hudson Parkway UNIT 5G,Bronx,295000.0,1.0,317.0,930.0,,,CONDO
60th St #3A,Brooklyn,469000.0,1.0,827.0,567.0,,,CONDO
Bruckner Boulevard,Bronx,550000.0,3.0,276.0,1990.0,4121.0,sqft,SINGLE_FAMILY
16 Queens Plz S #22E,Queens,730000.0,0.0,1725.0,423.0,,,CONDO
W 231st St APT 7J,Bronx,225000.0,1.0,,,,,CONDO
W 7th St APT 4B,Brooklyn,150000.0,1.0,187.0,800.0,,,CONDO
Morrison Avenue UNIT 14A,Bronx,239000.0,1.0,318.0,750.0,,,CONDO
16 Queens Plz S #C,Queens,925000.0,1.0,1600.0,578.0,,,CONDO
24th Ave,Brooklyn,1940000.0,8.0,496.0,3906.0,2100.0,sqft,MULTI_FAMILY
Greystone Avenue UNIT LH,Bronx,215000.0,1.0,252.0,850.0,,,CONDO
Lafayette Avenue,Bronx,1750000.0,,252.0,6942.0,,,MULTI_FAMILY
29 32nd St #5A,Queens,997955.0,2.0,1172.0,851.0,,,CONDO
63rd St,Brooklyn,1299000.0,5.0,689.0,1884.0,2200.0,sqft,MULTI_FAMILY
Sedgwick Ave APT 5U,Bronx,225000.0,1.0,264.0,850.0,,,CONDO
Bruckner Boulevard,Bronx,1750000.0,,324.0,5400.0,1799.0,sqft,MULTI_FAMILY
45 44th Dr #3F,Queens,1325000.0,2.0,1292.0,1025.0,,,CONDO
Bay Ridge Ave,Brooklyn,2300000.0,4.0,961.0,2392.0,3920.0,sqft,MULTI_FAMILY
Independence Ave APT 6L,Bronx,175000.0,1.0,201.0,867.0,,,CONDO
Saint Lawrence Avenue,Bronx,819888.0,5.0,358.0,2290.0,2448.0,sqft,MULTI_FAMILY
47th Rd #G2C,Queens,1440000.0,2.0,1174.0,1226.0,,,CONDO
70th St,Brooklyn,1665000.0,6.0,822.0,2024.0,4000.0,sqft,MULTI_FAMILY
Independence Ave APT 6G,Bronx,550000.0,3.0,366.0,1500.0,,,CONDO
Homer Avenue,Bronx,540000.0,3.0,350.0,1540.0,2252.0,sqft,SINGLE_FAMILY
60 Crescent St #7A,Queens,1590000.0,3.0,1207.0,1317.0,,,CONDO
W 240th Street UNIT 6G,Bronx,440000.0,2.0,382.0,1149.0,,,CONDO
Bay Ridge Pkwy,Brooklyn,1600000.0,15.0,284.0,5625.0,2500.0,sqft,MULTI_FAMILY
Heath Avenue UNIT 2A,Bronx,439000.0,2.0,337.0,1300.0,8420.0,sqft,CONDO
19 Borden Ave #11K,Queens,1300000.0,1.0,1262.0,1030.0,,,CONDO
Sedgwick Ave APT 6B,Bronx,275000.0,2.0,275.0,1000.0,,,CONDO
27 47th Rd #1A,Queens,2685000.0,3.0,1159.0,2316.0,,,CONDO
W 235th St APT 2F,Bronx,295000.0,2.0,302.0,975.0,,,CONDO
19 Borden Ave #3F,Queens,849000.0,1.0,1232.0,689.0,,,CONDO
W 231st St APT 7B,Bronx,499000.0,3.0,356.0,1400.0,,,CONDO
02 49th Ave #9E,Queens,1199000.0,2.0,1292.0,928.0,,,CONDO
Independence Ave APT 1U,Bronx,310000.0,1.0,387.0,800.0,,,CONDO
33 Jackson Ave #6F,Queens,1315000.0,2.0,1400.0,939.0,,,CONDO
Johnson Ave APT 5G,Bronx,375000.0,2.0,312.0,1200.0,,,CONDO
19 Borden Ave #2FLRH,Queens,1399999.0,2.0,1132.0,1236.0,,,CONDO
W 232nd Street UNIT 14D,Bronx,360000.0,2.0,360.0,1000.0,,,CONDO
Court Sq W PENTHOUSE 101,Queens,2300000.0,2.0,2373.0,969.0,,,CONDO
Sedgwick Ave APT 4B,Bronx,297000.0,2.0,297.0,1000.0,,,CONDO
Court Sq W PENTHOUSE 202,Queens,2375000.0,2.0,2450.0,969.0,,,CONDO
Fort Independence St,Bronx,599000.0,2.0,275.0,2174.0,4760.0,sqft,SINGLE_FAMILY
Crescent St APT 12A,Queens,1125000.0,2.0,950.0,1184.0,,,CONDO
Kappock St APT 14D,Bronx,449900.0,3.0,321.0,1400.0,,,CONDO
Waldo Avenue UNIT 4A,Bronx,689000.0,3.0,583.0,1180.0,0.2545,acres,CONDO
43 48th Avenue,Queens,1825000.0,4.0,365.0,5000.0,2500.0,sqft,MULTI_FAMILY
W 236th St APT 1A,Bronx,185000.0,1.0,205.0,900.0,,,CONDO
44th Dr APT 1F,Queens,650000.0,0.0,1171.0,555.0,0.3834,acres,CONDO
Kingsbridge Terrace UNIT 4Q,Bronx,99999.0,0.0,199.0,500.0,,,CONDO
01 Vernon Blvd #4B,Queens,900000.0,1.0,,,,,CONDO
Johnson Ave APT 15J,Bronx,799900.0,3.0,498.0,1606.0,1.1515,acres,CONDO
21st St FLOOR 1,Queens,1650000.0,0.0,764.0,2157.0,,,CONDO
Albany Crescent,Bronx,999999.0,3.0,523.0,1910.0,8006.0,sqft,SINGLE_FAMILY
Seward Avenue,Bronx,580000.0,3.0,298.0,1944.0,2500.0,sqft,SINGLE_FAMILY
19th Ave,Brooklyn,1488000.0,7.0,,,2650.0,sqft,MULTI_FAMILY
Surf Drive UNIT 122,Bronx,499000.0,3.0,413.0,1206.0,,,CONDO
Avenue P APT 2A,Brooklyn,759999.0,2.0,620.0,1225.0,,,APARTMENT
Saint Lawrence Ave,Bronx,895000.0,6.0,302.0,2958.0,2360.0,sqft,MULTI_FAMILY
70th St,Brooklyn,1750000.0,,,,2500.0,sqft,MULTI_FAMILY
Boynton Avenue UNIT 11L,Bronx,329000.0,2.0,365.0,900.0,,,CONDO
Avenue P APT 3A,Brooklyn,335000.0,1.0,372.0,900.0,,,CONDO
Saint Lawrence Ave,Bronx,999888.0,8.0,333.0,3000.0,2954.0,sqft,MULTI_FAMILY
54th St,Brooklyn,2499000.0,6.0,555.0,4500.0,2196.0,sqft,MULTI_FAMILY
Seward Ave,Bronx,948000.0,8.0,256.0,3700.0,2500.0,sqft,TOWNHOUSE
72nd St,Brooklyn,1390000.0,5.0,542.0,2560.0,1999.0,sqft,MULTI_FAMILY
