price,Borough,property_type,Average Income,street_name,Average Rent,bedroom_number
"$3,200,000",Staten Island,SINGLE_FAMILY,"$96,185 ",6675 Amboy Rd,"$1,602 ",6.0
"$1,174,347",Staten Island,SINGLE_FAMILY,"$96,185 ",Clarke Ave,"$1,602 ",4.0
"$829,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Madsen Ave,"$1,602 ",3.0
"$498,900",Staten Island,CONDO,"$96,185 ",Timber Ridge Dr,"$1,602 ",3.0
"$719,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Jessica Ln,"$1,602 ",3.0
"$484,999",Staten Island,CONDO,"$96,185 ",Croft Ct #1,"$1,602 ",2.0
"$849,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Ramona Ave,"$1,602 ",3.0
"$850,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Midland Rd,"$1,602 ",2.0
"$1,329,000",Staten Island,MULTI_FAMILY,"$96,185 ",Alverson Ave,"$1,602 ",4.0
"$819,000",Staten Island,MULTI_FAMILY,"$96,185 ",Stafford Ave,"$1,602 ",5.0
"$1,199,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Shadyside Ave,"$1,602 ",4.0
"$2,500,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hylan Blvd,"$1,602 ",
"$849,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Esther Depew St,"$1,602 ",3.0
"$739,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Bradford Ave,"$1,602 ",4.0
"$649,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Pheasant Ln,"$1,602 ",3.0
"$764,795",Staten Island,SINGLE_FAMILY,"$96,185 ",Amboy Rd,"$1,602 ",3.0
"$949,000",Staten Island,MULTI_FAMILY,"$96,185 ",Helios Pl,"$1,602 ",3.0
"$784,801",Staten Island,MULTI_FAMILY,"$96,185 ",Amboy Rd,"$1,602 ",3.0
"$599,999",Staten Island,TOWNHOUSE,"$96,185 ",Correll Ave,"$1,602 ",2.0
"$784,791",Staten Island,TOWNHOUSE,"$96,185 ",Amboy Rd,"$1,602 ",3.0
"$1,600,000",Staten Island,MULTI_FAMILY,"$96,185 ",Van Wyck Ave,"$1,602 ",5.0
"$549,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Eltingville Blvd,"$1,602 ",3.0
"$8,990,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Arthur Kill Rd,"$1,602 ",7.0
"$1,250,000",Staten Island,MULTI_FAMILY,"$96,185 ",Greenway Ave,"$1,602 ",3.0
"$699,999",Staten Island,MULTI_FAMILY,"$96,185 ",Sharrotts Rd,"$1,602 ",3.0
"$319,999",Staten Island,CONDO,"$96,185 ",Elmwood Park Dr #A,"$1,602 ",1.0
"$728,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Outerbridge Ave,"$1,602 ",3.0
"$1,750,000",Staten Island,MULTI_FAMILY,"$96,185 ",Draper Pl,"$1,602 ",
"$749,800",Staten Island,MULTI_FAMILY,"$96,185 ",Sharrotts Rd,"$1,602 ",3.0
"$656,000",Staten Island,MULTI_FAMILY,"$96,185 ",Draper Pl,"$1,602 ",
"$690,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cranberry Ct,"$1,602 ",3.0
"$706,000",Staten Island,MULTI_FAMILY,"$96,185 ",Draper Pl,"$1,602 ",
"$649,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Amboy Rd,"$1,602 ",4.0
"$455,000",Staten Island,CONDO,"$96,185 ",Lamped Loop #A2,"$1,602 ",2.0
"$849,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Gladwin St,"$1,602 ",3.0
"$435,000",Staten Island,CONDO,"$96,185 ",Correll Ave UNIT 1,"$1,602 ",2.0
"$1,250,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Singleton St,"$1,602 ",5.0
"$759,900",Staten Island,TOWNHOUSE,"$96,185 ",Admiralty Loop,"$1,602 ",3.0
"$1,199,999",Staten Island,MULTI_FAMILY,"$96,185 ",Latourette St,"$1,602 ",3.0
"$825,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Bayview Ave,"$1,602 ",3.0
"$1,249,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Indale Ave,"$1,602 ",4.0
"$869,999",Staten Island,MULTI_FAMILY,"$96,185 ",Sharrotts Ln,"$1,602 ",4.0
"$1,099,000",Staten Island,MULTI_FAMILY,"$96,185 ",Seguine Ave,"$1,602 ",
"$849,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Amboy Rd,"$1,602 ",4.0
"$769,000",Staten Island,MULTI_FAMILY,"$96,185 ",(undisclosed Address),"$1,602 ",
"$710,000",Staten Island,MULTI_FAMILY,"$96,185 ",Rathbun Ave,"$1,602 ",3.0
"$699,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Pilot Ln,"$1,602 ",2.0
"$769,000",Staten Island,MULTI_FAMILY,"$96,185 ",Rathbun Ave,"$1,602 ",4.0
"$529,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Ostrich Ct,"$1,602 ",3.0
"$795,000",Staten Island,TOWNHOUSE,"$96,185 ",Admiralty Loop,"$1,602 ",3.0
"$439,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cleveland Ave,"$1,602 ",3.0
"$675,000",Staten Island,MULTI_FAMILY,"$96,185 ",Hylan Blvd,"$1,602 ",6.0
"$899,000",Staten Island,LOT,"$96,185 ",Osprey Ct,"$1,602 ",
"$899,000",Staten Island,LOT,"$96,185 ",Osprey Ct,"$1,602 ",
"$899,000",Staten Island,LOT,"$96,185 ",Osprey Ct,"$1,602 ",
"$349,000",Staten Island,CONDO,"$96,185 ",Fenway Cir APT 23,"$1,602 ",2.0
"$749,000",Staten Island,TOWNHOUSE,"$96,185 ",Slayton Avenue,"$1,602 ",5.0
"$638,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hillcrest St,"$1,602 ",3.0
"$1,500,000",Staten Island,MULTI_FAMILY,"$96,185 ",64 Carpenter Ave,"$1,602 ",8.0
"$550,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Larrison Loop,"$1,602 ",3.0
"$659,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Mercer Place,"$1,602 ",4.0
"$789,999",Staten Island,MULTI_FAMILY,"$96,185 ",(undisclosed Address),"$1,602 ",
"$549,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Boylan St,"$1,602 ",3.0
"$599,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Doane Ave,"$1,602 ",3.0
"$500,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Waterside Pkwy,"$1,602 ",3.0
"$780,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Willowbrook Rd,"$1,602 ",4.0
"$888,888",Staten Island,SINGLE_FAMILY,"$96,185 ",Richmond Ave,"$1,602 ",2.0
"$825,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Amsterdam Ave,"$1,602 ",5.0
"$869,000",Staten Island,SINGLE_FAMILY,"$96,185 ",(undisclosed Address),"$1,602 ",4.0
"$599,000",Staten Island,CONDO,"$96,185 ",Wellington Ct APT 3B,"$1,602 ",3.0
"$1,229,900",Staten Island,MULTI_FAMILY,"$96,185 ",Darlington Ave #G,"$1,602 ",3.0
"$399,000",Staten Island,LOT,"$96,185 ",Sheldon Ave,"$1,602 ",
"$1,350,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Woodrow Rd,"$1,602 ",4.0
"$649,000",Staten Island,LOT,"$96,185 ",Arthur Kill Rd,"$1,602 ",
"$739,000",Staten Island,MULTI_FAMILY,"$96,185 ",Amboy Rd,"$1,602 ",2.0
"$600,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cannon Ave,"$1,602 ",3.0
"$549,000",Staten Island,TOWNHOUSE,"$96,185 ",Phyllis Ct,"$1,602 ",2.0
"$499,000",Staten Island,MULTI_FAMILY,"$96,185 ",Luke Ct,"$1,602 ",4.0
"$1,390,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Vail Ave,"$1,602 ",4.0
"$649,000",Staten Island,MULTI_FAMILY,"$96,185 ",Corona Ave,"$1,602 ",4.0
"$1,100,000",Staten Island,MULTI_FAMILY,"$96,185 ",Samantha Ln,"$1,602 ",4.0
"$750,000",Staten Island,MULTI_FAMILY,"$96,185 ",Eltingville Blvd,"$1,602 ",4.0
"$728,888",Staten Island,SINGLE_FAMILY,"$96,185 ",Foster Rd,"$1,602 ",3.0
"$200,000",Staten Island,LOT,"$96,185 ",Roosevelt Ave,"$1,602 ",
"$1,449,941",Staten Island,SINGLE_FAMILY,"$96,185 ",Sheldon Ave,"$1,602 ",4.0
"$175,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Morris Place,"$1,602 ",2.0
"$619,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Morris St,"$1,602 ",3.0
"$849,000",Staten Island,MULTI_FAMILY,"$96,185 ",Sharrotts Ln,"$1,602 ",3.0
"$1,325,000",Staten Island,MULTI_FAMILY,"$96,185 ",Queensdale St,"$1,602 ",4.0
"$1,279,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Bombay St,"$1,602 ",4.0
"$649,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Amboy Rd,"$1,602 ",3.0
"$889,000",Staten Island,MULTI_FAMILY,"$96,185 ",Moreno Ct,"$1,602 ",4.0
"$988,800",Staten Island,SINGLE_FAMILY,"$96,185 ",Foster Rd,"$1,602 ",3.0
"$1,249,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Inez St,"$1,602 ",4.0
"$899,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Madsen Ave,"$1,602 ",3.0
"$1,379,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Kramer Ave,"$1,602 ",4.0
"$849,999",Staten Island,MULTI_FAMILY,"$96,185 ",(undisclosed Address),"$1,602 ",
"$599,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Redwood Loop,"$1,602 ",3.0
"$985,000",Staten Island,MULTI_FAMILY,"$96,185 ",Ramona Avenue,"$1,602 ",4.0
"$849,999",Staten Island,MULTI_FAMILY,"$96,185 ",Claypit Rd,"$1,602 ",4.0
"$1,199,999",Staten Island,MULTI_FAMILY,"$96,185 ",Brookside Loop,"$1,602 ",4.0
"$574,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Mallard Ln,"$1,602 ",2.0
"$470,000",Staten Island,LOT,"$96,185 ",Milton Ave,"$1,602 ",
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",Radigan Ave,"$1,602 ",6.0
"$599,000",Staten Island,MULTI_FAMILY,"$96,185 ",Park St,"$1,602 ",3.0
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",Radigan Ave,"$1,602 ",6.0
"$829,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cascade St,"$1,602 ",3.0
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",Radigan Ave,"$1,602 ",6.0
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",Radigan Ave,"$1,602 ",6.0
"$699,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Bedford Ave,"$1,602 ",3.0
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",Radigan Ave,"$1,602 ",6.0
"$765,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Clawson St,"$1,602 ",3.0
"$999,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Woodrow Rd,"$1,602 ",4.0
"$988,000",Staten Island,MULTI_FAMILY,"$96,185 ",Adams Ave,"$1,602 ",5.0
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",Radigan Ave,"$1,602 ",6.0
"$986,000",Staten Island,SINGLE_FAMILY,"$96,185 ",9th St,"$1,602 ",3.0
"$785,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Bedell Street,"$1,602 ",3.0
"$420,000",Staten Island,CONDO,"$96,185 ",Arc Pl APT B6,"$1,602 ",2.0
"$449,900",Staten Island,LOT,"$96,185 ",Amboy Rd,"$1,602 ",
"$249,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Patterson Ave,"$1,602 ",3.0
"$925,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Sharrott Ave,"$1,602 ",2.0
"$699,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Milton Ave,"$1,602 ",3.0
"$1,075,000",Staten Island,MULTI_FAMILY,"$96,185 ",Knox St,"$1,602 ",5.0
"$1,199,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Meisner Ave,"$1,602 ",4.0
"$1,399,000",Staten Island,MULTI_FAMILY,"$96,185 ",Bloomingdale Rd,"$1,602 ",7.0
"$735,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Laconia Ave,"$1,602 ",4.0
"$549,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Drumgoole Rd W,"$1,602 ",3.0
"$775,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Bishop St,"$1,602 ",3.0
"$1,885,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hanover Ave,"$1,602 ",5.0
"$729,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hunter Ave,"$1,602 ",3.0
"$1,049,000",Staten Island,MULTI_FAMILY,"$96,185 ",Marcy Ave,"$1,602 ",4.0
"$769,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hull Ave,"$1,602 ",3.0
"$629,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Peter Ave,"$1,602 ",3.0
"$650,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Medina St,"$1,602 ",3.0
"$939,090",Staten Island,MULTI_FAMILY,"$96,185 ",Cannon Blvd,"$1,602 ",2.0
"$675,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Weed Ave,"$1,602 ",3.0
"$799,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Greeley Ave,"$1,602 ",3.0
"$799,999",Staten Island,LOT,"$96,185 ",Boyle Pl,"$1,602 ",
"$879,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Ebony St,"$1,602 ",4.0
"$715,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Bedford Ave,"$1,602 ",3.0
"$670,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cedar Grove Ave,"$1,602 ",3.0
"$579,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Milton Ave,"$1,602 ",3.0
"$765,000",Staten Island,MULTI_FAMILY,"$96,185 ",New Dorp Ln,"$1,602 ",3.0
"$308,000",Staten Island,LOT,"$96,185 ",Olympia Blvd,"$1,602 ",
"$769,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Rathbun Ave,"$1,602 ",3.0
"$989,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Husson St,"$1,602 ",4.0
"$559,000",Staten Island,LOT,"$96,185 ",Holton Ave,"$1,602 ",
"$728,000",Staten Island,SINGLE_FAMILY,"$96,185 ",N Railroad Ave,"$1,602 ",3.0
"$559,000",Staten Island,LOT,"$96,185 ",Purdy Pl,"$1,602 ",
"$759,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Nugent Ave,"$1,602 ",3.0
"$965,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Arthur Kill Rd,"$1,602 ",
"$988,888",Staten Island,MULTI_FAMILY,"$96,185 ",Manila Ave,"$1,602 ",6.0
"$739,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Mandy Ct,"$1,602 ",3.0
"$730,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Sherwood Ave,"$1,602 ",1.0
"$989,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Woodrow Rd,"$1,602 ",3.0
"$879,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Waterbury Ave,"$1,602 ",3.0
"$1,299,999",Staten Island,MULTI_FAMILY,"$96,185 ",Ionia Ave,"$1,602 ",4.0
"$1,299,999",Staten Island,MULTI_FAMILY,"$96,185 ",Ionia Ave,"$1,602 ",4.0
"$1,299,999",Staten Island,MULTI_FAMILY,"$96,185 ",Ionia Ave,"$1,602 ",4.0
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",Mason Blvd,"$1,602 ",3.0
"$1,500,000",Staten Island,MULTI_FAMILY,"$96,185 ",Bloomingdale Rd,"$1,602 ",6.0
"$614,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Madsen Ave,"$1,602 ",3.0
"$1,249,000",Staten Island,MULTI_FAMILY,"$96,185 ",Norman Pl,"$1,602 ",
"$549,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Westfield Ave,"$1,602 ",3.0
"$599,000",Staten Island,TOWNHOUSE,"$96,185 ",Arrowood Ct #590,"$1,602 ",3.0
"$988,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Wirt Ave,"$1,602 ",4.0
"$519,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Lorraine Loop,"$1,602 ",3.0
"$499,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Rossville Ave,"$1,602 ",2.0
"$639,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Camden Ave,"$1,602 ",3.0
"$1,100,000",Staten Island,MULTI_FAMILY,"$96,185 ",Mason Blvd,"$1,602 ",3.0
"$329,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Purdy Pl,"$1,602 ",2.0
"$929,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Woodrose Ln,"$1,602 ",5.0
"$990,000",Staten Island,MULTI_FAMILY,"$96,185 ",Hylan Blvd,"$1,602 ",4.0
"$789,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Florence Pl,"$1,602 ",3.0
"$679,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Case Ave,"$1,602 ",3.0
"$375,000",Staten Island,LOT,"$96,185 ",Utica St,"$1,602 ",
"$1,150,000",Staten Island,MULTI_FAMILY,"$96,185 ",Madera St,"$1,602 ",6.0
"$1,450,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Tucci Ct,"$1,602 ",4.0
"$599,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Station Ave,"$1,602 ",4.0
"$1,300,000",Staten Island,MULTI_FAMILY,"$96,185 ",Hylan Blvd #A,"$1,602 ",6.0
"$588,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hylan Blvd,"$1,602 ",2.0
"$1,200,000",Staten Island,MULTI_FAMILY,"$96,185 ",43 Rockland Ave,"$1,602 ",5.0
"$559,800",Staten Island,TOWNHOUSE,"$96,185 ",Father Capodanno Blvd,"$1,602 ",3.0
"$728,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Olympia Blvd,"$1,602 ",4.0
"$1,150,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Jefferson Ave,"$1,602 ",4.0
"$299,000",Staten Island,LOT,"$96,185 ",Hunter Ave,"$1,602 ",
"$699,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Richmond Rd,"$1,602 ",3.0
"$495,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hett Ave,"$1,602 ",1.0
"$559,900",Staten Island,SINGLE_FAMILY,"$96,185 ",N Railroad Ave,"$1,602 ",3.0
"$688,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Falcon Ave,"$1,602 ",3.0
"$419,000",Staten Island,TOWNHOUSE,"$96,185 ",Francine Ct #A,"$1,602 ",2.0
"$699,000",Staten Island,LOT,"$96,185 ",D Grimsby,"$1,602 ",
"$1,350,000",Staten Island,MULTI_FAMILY,"$96,185 ",Saint Stephens Pl,"$1,602 ",6.0
"$588,800",Staten Island,SINGLE_FAMILY,"$96,185 ",N Railroad Ave,"$1,602 ",3.0
"$615,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Roma Ave,"$1,602 ",3.0
"$869,000",Staten Island,MULTI_FAMILY,"$96,185 ",Coddington Ave,"$1,602 ",3.0
"$785,000",Staten Island,MULTI_FAMILY,"$96,185 ",Midland Ave,"$1,602 ",5.0
"$698,888",Staten Island,SINGLE_FAMILY,"$96,185 ",Father Capodanno Blvd,"$1,602 ",4.0
"$800,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hunter Ave,"$1,602 ",4.0
"$228,000",Staten Island,CONDO,"$96,185 ",Colfax Ave APT 5Q,"$1,602 ",0.0
"$450,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Milbank Rd,"$1,602 ",2.0
"$729,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Father Capodanno Blvd,"$1,602 ",3.0
"$724,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Laconia Ave,"$1,602 ",3.0
"$649,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Bedford Ave,"$1,602 ",3.0
"$345,000",Staten Island,CONDO,"$96,185 ",Laconia Ave APT E,"$1,602 ",1.0
"$1,299,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Sloane Ave,"$1,602 ",4.0
"$689,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Erwin Ct,"$1,602 ",3.0
"$399,000",Staten Island,CONDO,"$96,185 ",Colfax Ave APT 4X,"$1,602 ",3.0
"$729,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Baden Pl,"$1,602 ",5.0
"$684,800",Staten Island,SINGLE_FAMILY,"$96,185 ",Medina St,"$1,602 ",3.0
"$670,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cuba Ave,"$1,602 ",3.0
"$475,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Moreland St,"$1,602 ",2.0
"$949,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Saint Stephens Pl,"$1,602 ",3.0
"$850,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hylan Blvd,"$1,602 ",3.0
"$768,888",Staten Island,SINGLE_FAMILY,"$96,185 ",Brook Ave,"$1,602 ",3.0
"$169,950",Staten Island,CONDO,"$96,185 ",Colfax Ave APT 7Q,"$1,602 ",0.0
"$748,880",Staten Island,SINGLE_FAMILY,"$96,185 ",Brook Ave,"$1,602 ",3.0
"$469,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Olympia Blvd,"$1,602 ",3.0
"$749,900",Staten Island,SINGLE_FAMILY,"$96,185 ",S Railroad Ave,"$1,602 ",2.0
"$939,000",Staten Island,LOT,"$96,185 ",Nugent Ave,"$1,602 ",
"$939,000",Staten Island,MULTI_FAMILY,"$96,185 ",832 Nugent Ave,"$1,602 ",6.0
"$299,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hamden Ave,"$1,602 ",1.0
"$1,799,999",Staten Island,MULTI_FAMILY,"$96,185 ",Husson St,"$1,602 ",4.0
"$649,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Seafoam St,"$1,602 ",3.0
"$1,280,000",Staten Island,MULTI_FAMILY,"$96,185 ",Freeborn St,"$1,602 ",6.0
"$599,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Dixon Ave,"$1,602 ",3.0
"$820,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Greeley Ave,"$1,602 ",3.0
"$668,500",Staten Island,SINGLE_FAMILY,"$96,185 ",Bryson Ave,"$1,602 ",2.0
"$599,000",Staten Island,SINGLE_FAMILY,"$96,185 ",(undisclosed Address),"$1,602 ",3.0
"$715,888",Staten Island,MULTI_FAMILY,"$96,185 ",Mitchel Ln,"$1,602 ",4.0
"$219,000",Staten Island,LOT,"$96,185 ",Mapleton Ave,"$1,602 ",
"$229,000",Staten Island,LOT,"$96,185 ",Mapleton Ave,"$1,602 ",
"$599,999",Staten Island,TOWNHOUSE,"$96,185 ",Avenue B,"$1,602 ",5.0
"$599,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Hempstead Ave,"$1,602 ",3.0
"$499,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Beekman St,"$1,602 ",3.0
"$459,000",Staten Island,MULTI_FAMILY,"$96,185 ",159 Greeley Ave,"$1,602 ",8.0
"$525,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Collfield Ave,"$1,602 ",2.0
"$499,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Moreland St,"$1,602 ",6.0
"$479,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cottage Pl,"$1,602 ",2.0
"$628,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Cascade St,"$1,602 ",4.0
"$548,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Lexington Ave,"$1,602 ",3.0
"$599,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Prescott Ave,"$1,602 ",3.0
"$719,000",Staten Island,MULTI_FAMILY,"$96,185 ",Lexington Ave,"$1,602 ",5.0
"$684,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Roma Ave,"$1,602 ",3.0
"$739,900",Staten Island,MULTI_FAMILY,"$96,185 ",Decker Ave,"$1,602 ",2.0
"$669,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Titus Ave,"$1,602 ",2.0
"$699,999",Staten Island,MULTI_FAMILY,"$96,185 ",Faber St,"$1,602 ",5.0
"$949,000",Staten Island,MULTI_FAMILY,"$96,185 ",Finley Ave,"$1,602 ",5.0
"$499,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Simonson Pl,"$1,602 ",3.0
"$549,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Nugent Ave,"$1,602 ",5.0
"$799,900",Staten Island,MULTI_FAMILY,"$96,185 ",Riverside Ln,"$1,602 ",
"$1,299,999",Staten Island,MULTI_FAMILY,"$96,185 ",Ebony St,"$1,602 ",6.0
"$749,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Jewett Ave,"$1,602 ",4.0
"$1,299,999",Staten Island,MULTI_FAMILY,"$96,185 ",Ebony St,"$1,602 ",6.0
"$649,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Jewett Ave,"$1,602 ",4.0
"$828,000",Staten Island,MULTI_FAMILY,"$96,185 ",Titus Ave,"$1,602 ",4.0
"$968,000",Staten Island,MULTI_FAMILY,"$96,185 ",Villa Ave,"$1,602 ",5.0
"$579,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Greeley Ave,"$1,602 ",3.0
"$430,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Walker St,"$1,602 ",2.0
"$845,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Lincoln Ave,"$1,602 ",3.0
"$539,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Lexington Ave,"$1,602 ",3.0
"$4,085,000",Staten Island,SINGLE_FAMILY,"$96,185 ",Nevada Ave,"$1,602 ",6.0
"$678,888",Staten Island,SINGLE_FAMILY,"$96,185 ",Heberton Ave,"$1,602 ",3.0
"$848,000",Staten Island,MULTI_FAMILY,"$96,185 ",Beacon Ave,"$1,602 ",
"$699,000",Staten Island,MULTI_FAMILY,"$96,185 ",John St,"$1,602 ",6.0
"$699,998",Staten Island,SINGLE_FAMILY,"$96,185 ",Grimsby St,"$1,602 ",2.0
"$799,000",Staten Island,MULTI_FAMILY,"$96,185 ",Innis St,"$1,602 ",
"$469,900",Staten Island,SINGLE_FAMILY,"$96,185 ",Hamden Ave,"$1,602 ",2.0
"$674,900",Staten Island,MULTI_FAMILY,"$96,185 ",Nicholas Ave,"$1,602 ",7.0
"$1,599,999",Staten Island,MULTI_FAMILY,"$96,185 ",Dorothea Pl,"$1,602 ",2.0
"$749,000",Staten Island,MULTI_FAMILY,"$96,185 ",Jewett Ave,"$1,602 ",
"$349,999",Staten Island,SINGLE_FAMILY,"$96,185 ",Mapleton Ave,"$1,602 ",2.0
"$519,000",Staten Island,TOWNHOUSE,"$96,185 ",Rumpler Ct,"$1,602 ",3.0
