price,Borough,property_type,Average Income,street_name,Average Rent,bedroom_number
"$359,000",Bronx,CONDO,"$47,036 ",Morrison Ave APT 3F,"$1,401 ",2.0
"$455,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 3AN,"$1,401 ",2.0
"$359,000",Bronx,CONDO,"$47,036 ",Morrison Ave APT 8K,"$1,401 ",2.0
"$220,000",Bronx,CONDO,"$47,036 ",Palisade Ave APT 4E,"$1,401 ",0.0
"$589,000",Bronx,SINGLE_FAMILY,"$47,036 ",Harding Park,"$1,401 ",3.0
"$295,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W #5G,"$1,401 ",1.0
"$1,600,000",Bronx,MULTI_FAMILY,"$47,036 ",Castle Hill Avenue,"$1,401 ",3.0
"$295,000",Bronx,CONDO,"$47,036 ",Henry Hudson Parkway UNIT 5G,"$1,401 ",1.0
"$550,000",Bronx,SINGLE_FAMILY,"$47,036 ",Bruckner Boulevard,"$1,401 ",3.0
"$225,000",Bronx,CONDO,"$47,036 ",W 231st St APT 7J,"$1,401 ",1.0
"$239,000",Bronx,CONDO,"$47,036 ",Morrison Avenue UNIT 14A,"$1,401 ",1.0
"$215,000",Bronx,CONDO,"$47,036 ",Greystone Avenue UNIT LH,"$1,401 ",1.0
"$1,750,000",Bronx,MULTI_FAMILY,"$47,036 ",Lafayette Avenue,"$1,401 ",
"$225,000",Bronx,CONDO,"$47,036 ",Sedgwick Ave APT 5U,"$1,401 ",1.0
"$1,750,000",Bronx,MULTI_FAMILY,"$47,036 ",Bruckner Boulevard,"$1,401 ",
"$175,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 6L,"$1,401 ",1.0
"$819,888",Bronx,MULTI_FAMILY,"$47,036 ",Saint Lawrence Avenue,"$1,401 ",5.0
"$550,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 6G,"$1,401 ",3.0
"$540,000",Bronx,SINGLE_FAMILY,"$47,036 ",Homer Avenue,"$1,401 ",3.0
"$440,000",Bronx,CONDO,"$47,036 ",W 240th Street UNIT 6G,"$1,401 ",2.0
"$439,000",Bronx,CONDO,"$47,036 ",Heath Avenue UNIT 2A,"$1,401 ",2.0
"$275,000",Bronx,CONDO,"$47,036 ",Sedgwick Ave APT 6B,"$1,401 ",2.0
"$295,000",Bronx,CONDO,"$47,036 ",W 235th St APT 2F,"$1,401 ",2.0
"$499,000",Bronx,CONDO,"$47,036 ",W 231st St APT 7B,"$1,401 ",3.0
"$310,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 1U,"$1,401 ",1.0
"$375,000",Bronx,CONDO,"$47,036 ",Johnson Ave APT 5G,"$1,401 ",2.0
"$360,000",Bronx,CONDO,"$47,036 ",W 232nd Street UNIT 14D,"$1,401 ",2.0
"$297,000",Bronx,CONDO,"$47,036 ",Sedgwick Ave APT 4B,"$1,401 ",2.0
"$599,000",Bronx,SINGLE_FAMILY,"$47,036 ",Fort Independence St,"$1,401 ",2.0
"$449,900",Bronx,CONDO,"$47,036 ",Kappock St APT 14D,"$1,401 ",3.0
"$689,000",Bronx,CONDO,"$47,036 ",Waldo Avenue UNIT 4A,"$1,401 ",3.0
"$185,000",Bronx,CONDO,"$47,036 ",W 236th St APT 1A,"$1,401 ",1.0
"$99,999",Bronx,CONDO,"$47,036 ",Kingsbridge Terrace UNIT 4Q,"$1,401 ",0.0
"$799,900",Bronx,CONDO,"$47,036 ",Johnson Ave APT 15J,"$1,401 ",3.0
"$999,999",Bronx,SINGLE_FAMILY,"$47,036 ",Albany Crescent,"$1,401 ",3.0
"$580,000",Bronx,SINGLE_FAMILY,"$47,036 ",Seward Avenue,"$1,401 ",3.0
"$499,000",Bronx,CONDO,"$47,036 ",Surf Drive UNIT 122,"$1,401 ",3.0
"$895,000",Bronx,MULTI_FAMILY,"$47,036 ",Saint Lawrence Ave,"$1,401 ",6.0
"$329,000",Bronx,CONDO,"$47,036 ",Boynton Avenue UNIT 11L,"$1,401 ",2.0
"$999,888",Bronx,MULTI_FAMILY,"$47,036 ",Saint Lawrence Ave,"$1,401 ",8.0
"$948,000",Bronx,TOWNHOUSE,"$47,036 ",Seward Ave,"$1,401 ",8.0
"$700,000",Bronx,MULTI_FAMILY,"$47,036 ",Seward Avenue,"$1,401 ",6.0
"$1,100,000",Bronx,MULTI_FAMILY,"$47,036 ",B Banyer Place,"$1,401 ",8.0
"$715,000",Bronx,MULTI_FAMILY,"$47,036 ",Underhill Avenue,"$1,401 ",
"$1,499,999",Bronx,MULTI_FAMILY,"$47,036 ",Underhill Avenue,"$1,401 ",9.0
"$675,000",Bronx,MULTI_FAMILY,"$47,036 ",Betts Avenue,"$1,401 ",5.0
"$300,000",Bronx,CONDO,"$47,036 ",Neptune Lane UNIT 15112,"$1,401 ",2.0
"$310,000",Bronx,CONDO,"$47,036 ",Morrison Avenue UNIT 9L,"$1,401 ",2.0
"$540,000",Bronx,SINGLE_FAMILY,"$47,036 ",Underhill Avenue,"$1,401 ",2.0
"$349,000",Bronx,CONDO,"$47,036 ",Underhill Avenue UNIT A,"$1,401 ",2.0
"$499,000",Bronx,CONDO,"$47,036 ",Surf Drive UNIT 30,"$1,401 ",3.0
"$410,000",Bronx,CONDO,"$47,036 ",Cambridge Avenue UNIT 8G,"$1,401 ",2.0
"$580,000",Bronx,SINGLE_FAMILY,"$47,036 ",Newman Avenue,"$1,401 ",3.0
"$799,000",Bronx,SINGLE_FAMILY,"$47,036 ",Terrace View Ave,"$1,401 ",3.0
"$359,000",Bronx,CONDO,"$47,036 ",Morrison Ave APT 18L,"$1,401 ",2.0
"$625,000",Bronx,CONDO,"$47,036 ",Palisade Ave APT 4-L,"$1,401 ",3.0
"$250,000",Bronx,SINGLE_FAMILY,"$47,036 ",Homer Ave,"$1,401 ",3.0
"$549,000",Bronx,CONDO,"$47,036 ",Hudson Manor Ter APT 1FE,"$1,401 ",3.0
"$715,000",Bronx,MULTI_FAMILY,"$47,036 ",Soundview Avenue,"$1,401 ",5.0
"$249,000",Bronx,CONDO,"$47,036 ",Fieldston Rd APT 7-L,"$1,401 ",1.0
"$160,000",Bronx,CONDO,"$47,036 ",Metcalf Avenue UNIT 5A,"$1,401 ",2.0
"$549,000",Bronx,CONDO,"$47,036 ",Fairfield Ave APT 7H,"$1,401 ",3.0
"$938,000",Bronx,SINGLE_FAMILY,"$47,036 ",Bolton Ave,"$1,401 ",8.0
"$675,000",Bronx,CONDO,"$47,036 ",Johnson Ave APT 12J,"$1,401 ",3.0
"$649,000",Bronx,SINGLE_FAMILY,"$47,036 ",Wheeler Avenue,"$1,401 ",3.0
"$299,000",Bronx,CONDO,"$47,036 ",Fairfield Ave APT 7E,"$1,401 ",2.0
"$420,000",Bronx,CONDO,"$47,036 ",Sunset Boulevard,"$1,401 ",3.0
"$239,000",Bronx,CONDO,"$47,036 ",Hudson Manor Ter APT 3EE,"$1,401 ",1.0
"$295,000",Bronx,CONDO,"$47,036 ",Oxford Ave APT 1E,"$1,401 ",2.0
"$339,000",Bronx,CONDO,"$47,036 ",Morrison Ave APT 8F,"$1,401 ",2.0
"$619,000",Bronx,CONDO,"$47,036 ",Palisade Ave APT 8G,"$1,401 ",2.0
"$269,000",Bronx,MULTI_FAMILY,"$47,036 ",Taylor Avenue,"$1,401 ",5.0
"$339,000",Bronx,CONDO,"$47,036 ",Boynton Ave APT 12B,"$1,401 ",2.0
"$975,000",Bronx,SINGLE_FAMILY,"$47,036 ",Tibbett Avenue,"$1,401 ",4.0
"$699,000",Bronx,MULTI_FAMILY,"$47,036 ",Olmstead Ave,"$1,401 ",5.0
"$239,000",Bronx,CONDO,"$47,036 ",W 236th St APT 4-D,"$1,401 ",1.0
"$880,000",Bronx,MULTI_FAMILY,"$47,036 ",Quimby Avenue,"$1,401 ",6.0
"$650,000",Bronx,CONDO,"$47,036 ",W 236th St APT 3B,"$1,401 ",2.0
"$469,000",Bronx,SINGLE_FAMILY,"$47,036 ",Leland Ave,"$1,401 ",3.0
"$249,000",Bronx,CONDO,"$47,036 ",W 235th St APT 7A,"$1,401 ",1.0
"$685,000",Bronx,MULTI_FAMILY,"$47,036 ",Thieriot Avenue,"$1,401 ",5.0
"$324,900",Bronx,CONDO,"$47,036 ",Johnson Ave APT 9D,"$1,401 ",1.0
"$168,500",Bronx,LOT,"$47,036 ",Betts Avenue,"$1,401 ",
"$379,000",Bronx,CONDO,"$47,036 ",Johnson Ave APT 11H,"$1,401 ",1.0
"$1,188,888",Bronx,SINGLE_FAMILY,"$47,036 ",Taylor Ave,"$1,401 ",7.0
"$165,000",Bronx,CONDO,"$47,036 ",Riverdale Ave APT 5H,"$1,401 ",0.0
"$1,088,888",Bronx,SINGLE_FAMILY,"$47,036 ",659 Taylor Avenue,"$1,401 ",7.0
"$1,249,900",Bronx,SINGLE_FAMILY,"$47,036 ",Henry Hudson Pkwy W,"$1,401 ",4.0
"$589,500",Bronx,LOT,"$47,036 ",216 Husson Ave,"$1,401 ",3.0
"$395,000",Bronx,CONDO,"$47,036 ",Palisade Ave APT 14K,"$1,401 ",1.0
"$620,000",Bronx,TOWNHOUSE,"$47,036 ",Lacombe Ave,"$1,401 ",4.0
"$334,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W APT 7B,"$1,401 ",2.0
"$895,000",Bronx,MULTI_FAMILY,"$47,036 ",Lacombe Avenue,"$1,401 ",5.0
"$199,000",Bronx,CONDO,"$47,036 ",Cambridge Ave APT 4K,"$1,401 ",1.0
"$914,000",Bronx,MULTI_FAMILY,"$47,036 ",Turnbull Avenue,"$1,401 ",6.0
"$1,400,000",Bronx,MULTI_FAMILY,"$47,036 ",W 239th Street,"$1,401 ",9.0
"$725,000",Bronx,MULTI_FAMILY,"$47,036 ",St Lawrence Avenue,"$1,401 ",5.0
"$724,999",Bronx,MULTI_FAMILY,"$47,036 ",Corlear Ave,"$1,401 ",2.0
"$475,000",Bronx,CONDO,"$47,036 ",Boynton Ave APT 19D,"$1,401 ",3.0
"$499,000",Bronx,CONDO,"$47,036 ",Kappock St #S26,"$1,401 ",2.0
"$240,000",Bronx,CONDO,"$47,036 ",Bailey Avenue UNIT 5D,"$1,401 ",2.0
"$290,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 5F,"$1,401 ",2.0
"$234,000",Bronx,CONDO,"$47,036 ",Kappock St APT 25J,"$1,401 ",1.0
"$388,000",Bronx,CONDO,"$47,036 ",Hudson Manor Ter APT 2AW,"$1,401 ",2.0
"$199,000",Bronx,CONDO,"$47,036 ",Arlington Avenue UNIT 3A,"$1,401 ",2.0
"$279,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 1G,"$1,401 ",1.0
"$474,900",Bronx,CONDO,"$47,036 ",Independence Ave APT 7J,"$1,401 ",2.0
"$999,000",Bronx,MULTI_FAMILY,"$47,036 ",Bailey Avenue,"$1,401 ",6.0
"$725,000",Bronx,CONDO,"$47,036 ",Palisade Ave APT 3L,"$1,401 ",3.0
"$509,000",Bronx,CONDO,"$47,036 ",W 240th St APT 3G,"$1,401 ",2.0
"$460,000",Bronx,CONDO,"$47,036 ",Kappock St APT 1208,"$1,401 ",2.0
"$219,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 11C,"$1,401 ",1.0
"$749,500",Bronx,CONDO,"$47,036 ",Johnson Ave APT 3A,"$1,401 ",3.0
"$165,500",Bronx,CONDO,"$47,036 ",Riverdale Ave APT 4G,"$1,401 ",1.0
"$270,000",Bronx,CONDO,"$47,036 ",Kappock St APT 1M,"$1,401 ",1.0
"$289,000",Bronx,CONDO,"$47,036 ",Kappock Street UNIT 2P,"$1,401 ",2.0
"$539,000",Bronx,CONDO,"$47,036 ",Kappock St APT 12E,"$1,401 ",3.0
"$390,000",Bronx,CONDO,"$47,036 ",Kappock St APT 8C,"$1,401 ",2.0
"$749,900",Bronx,CONDO,"$47,036 ",Kappock St UNIT 5GH,"$1,401 ",4.0
"$169,000",Bronx,CONDO,"$47,036 ",Arlington Avenue UNIT 5F,"$1,401 ",1.0
"$220,000",Bronx,CONDO,"$47,036 ",Netherland Ave APT 5C,"$1,401 ",1.0
"$199,000",Bronx,CONDO,"$47,036 ",Irwin Avenue UNIT 6G,"$1,401 ",1.0
"$309,900",Bronx,CONDO,"$47,036 ",Johnson Ave APT 5A,"$1,401 ",2.0
"$499,000",Bronx,CONDO,"$47,036 ",Kappock Street UNIT 26S,"$1,401 ",2.0
"$1,750,000",Bronx,SINGLE_FAMILY,"$47,036 ",Netherland Ave,"$1,401 ",4.0
"$399,000",Bronx,CONDO,"$47,036 ",Johnson Ave APT 17S,"$1,401 ",1.0
"$339,999",Bronx,CONDO,"$47,036 ",Greystone Avenue UNIT 3L,"$1,401 ",2.0
"$365,000",Bronx,CONDO,"$47,036 ",Greystone Ave APT 6L,"$1,401 ",2.0
"$289,000",Bronx,CONDO,"$47,036 ",Cambridge Avenue UNIT 7J,"$1,401 ",2.0
"$595,000",Bronx,CONDO,"$47,036 ",Cambridge Ave APT 7D,"$1,401 ",2.0
"$775,000",Bronx,SINGLE_FAMILY,"$47,036 ",Giles Pl,"$1,401 ",4.0
"$315,000",Bronx,CONDO,"$47,036 ",Greystone Ave APT 2H,"$1,401 ",2.0
"$625,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 6B,"$1,401 ",3.0
"$564,900",Bronx,CONDO,"$47,036 ",Johnson Ave APT 5K,"$1,401 ",2.0
"$685,000",Bronx,CONDO,"$47,036 ",Cambridge Ave APT 5C,"$1,401 ",3.0
"$349,900",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 11F,"$1,401 ",1.0
"$435,000",Bronx,CONDO,"$47,036 ",Irwin Ave APT 12H,"$1,401 ",3.0
"$1,399,000",Bronx,SINGLE_FAMILY,"$47,036 ",W 231st St,"$1,401 ",4.0
"$325,000",Bronx,CONDO,"$47,036 ",Arlington Ave APT 6D,"$1,401 ",2.0
"$295,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W #6G,"$1,401 ",1.0
"$399,000",Bronx,CONDO,"$47,036 ",W 239th St APT 5B,"$1,401 ",2.0
"$365,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 7F,"$1,401 ",1.0
"$1,175,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W #3ED,"$1,401 ",5.0
"$230,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W #7A,"$1,401 ",1.0
"$225,000",Bronx,CONDO,"$47,036 ",Kappock St APT 21K,"$1,401 ",1.0
"$1,495,000",Bronx,CONDO,"$47,036 ",W 239th St APT B3,"$1,401 ",3.0
"$1,000,000",Bronx,CONDO,"$47,036 ",Johnson Ave APT 6A,"$1,401 ",3.0
"$935,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy #15LM,"$1,401 ",3.0
"$160,000",Bronx,CONDO,"$47,036 ",Kappock St APT 6F,"$1,401 ",1.0
"$399,000",Bronx,CONDO,"$47,036 ",Greystone Ave APT 3B,"$1,401 ",3.0
"$318,500",Bronx,CONDO,"$47,036 ",Riverdale Ave #4F,"$1,401 ",1.0
"$6,995,000",Bronx,SINGLE_FAMILY,"$47,036 ",Scenic Pl,"$1,401 ",5.0
"$350,000",Bronx,CONDO,"$47,036 ",W 238th St APT 1C,"$1,401 ",2.0
"$205,000",Bronx,CONDO,"$47,036 ",Greystone Ave APT 4E,"$1,401 ",1.0
"$989,000",Bronx,CONDO,"$47,036 ",W 237th St APT 5D,"$1,401 ",2.0
"$929,000",Bronx,CONDO,"$47,036 ",W 237th St APT 9A,"$1,401 ",2.0
"$145,000",Bronx,CONDO,"$47,036 ",Greystone Avenue UNIT 7A,"$1,401 ",1.0
"$425,000",Bronx,CONDO,"$47,036 ",Morrison Ave APT 2D,"$1,401 ",3.0
"$299,000",Bronx,CONDO,"$47,036 ",Fieldston Rd APT 3B,"$1,401 ",2.0
"$1,995,000",Bronx,MULTI_FAMILY,"$47,036 ",Lacombe Avenue,"$1,401 ",11.0
"$499,000",Bronx,CONDO,"$47,036 ",Kappock St #4EF,"$1,401 ",4.0
"$479,000",Bronx,CONDO,"$47,036 ",Surf Drive,"$1,401 ",3.0
"$299,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 1A,"$1,401 ",2.0
"$260,000",Bronx,TOWNHOUSE,"$47,036 ",Underhill Avenue UNIT 4A,"$1,401 ",2.0
"$185,000",Bronx,CONDO,"$47,036 ",Palisade Avenue UNIT 2K,"$1,401 ",1.0
"$230,000",Bronx,CONDO,"$47,036 ",Boynton Avenue UNIT 18A,"$1,401 ",1.0
"$259,000",Bronx,CONDO,"$47,036 ",W 232nd St APT 2D,"$1,401 ",1.0
"$490,500",Bronx,MULTI_FAMILY,"$47,036 ",Lacombe Avenue,"$1,401 ",4.0
"$225,000",Bronx,CONDO,"$47,036 ",Irwin Ave APT 7J,"$1,401 ",1.0
"$110,000",Bronx,CONDO,"$47,036 ",Metcalf Avenue UNIT 3H,"$1,401 ",2.0
"$235,000",Bronx,CONDO,"$47,036 ",Kappock St APT 8N,"$1,401 ",1.0
"$645,000",Bronx,MULTI_FAMILY,"$47,036 ",Beach Ave,"$1,401 ",7.0
"$389,000",Bronx,CONDO,"$47,036 ",Johnson Ave APT 4S,"$1,401 ",1.0
"$220,000",Bronx,CONDO,"$47,036 ",Metcalf Avenue UNIT 8D,"$1,401 ",2.0
"$259,500",Bronx,CONDO,"$47,036 ",W 236th St APT 4A,"$1,401 ",2.0
"$515,000",Bronx,TOWNHOUSE,"$47,036 ",Effingham Avenue,"$1,401 ",3.0
"$850,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 10S,"$1,401 ",3.0
"$639,000",Bronx,MULTI_FAMILY,"$47,036 ",Pugsley Ave,"$1,401 ",5.0
"$315,000",Bronx,CONDO,"$47,036 ",Arlington Ave APT 7E,"$1,401 ",2.0
"$280,000",Bronx,CONDO,"$47,036 ",Kappock Street UNIT 2P,"$1,401 ",1.0
"$200,000",Bronx,CONDO,"$47,036 ",W 239 Street UNIT 5A,"$1,401 ",1.0
"$259,000",Bronx,CONDO,"$47,036 ",Palisade Ave APT 8F,"$1,401 ",1.0
"$555,000",Bronx,CONDO,"$47,036 ",Kappock St APT 808,"$1,401 ",2.0
"$849,999",Bronx,CONDO,"$47,036 ",Fairfield Ave APT 8AB,"$1,401 ",3.0
"$314,900",Bronx,CONDO,"$47,036 ",W 239th St APT 7J,"$1,401 ",2.0
"$225,000",Bronx,CONDO,"$47,036 ",Kappock St APT 4B,"$1,401 ",1.0
"$435,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W #5B,"$1,401 ",2.0
"$435,000",Bronx,CONDO,"$47,036 ",Henry Hudson Parkway UNIT 5B,"$1,401 ",2.0
"$749,000",Bronx,APARTMENT,"$47,036 ",Riverdale Ave #3,"$1,401 ",0.0
"$625,000",Bronx,CONDO,"$47,036 ",Greystone Ave #6AB,"$1,401 ",2.0
"$749,000",Bronx,CONDO,"$47,036 ",Riverdale Avenue,"$1,401 ",0.0
"$950,000",Bronx,MULTI_FAMILY,"$47,036 ",Carpenter Avenue,"$1,401 ",8.0
"$274,900",Bronx,CONDO,"$47,036 ",Kappock St APT 2M,"$1,401 ",1.0
"$599,000",Bronx,SINGLE_FAMILY,"$47,036 ",Ely Avenue,"$1,401 ",4.0
"$299,000",Bronx,CONDO,"$47,036 ",Kappock St APT 6F,"$1,401 ",2.0
"$699,000",Bronx,MULTI_FAMILY,"$47,036 ",E 231st Street,"$1,401 ",4.0
"$449,000",Bronx,CONDO,"$47,036 ",Cambridge Ave APT 6C,"$1,401 ",3.0
"$639,000",Bronx,SINGLE_FAMILY,"$47,036 ",E 223rd Street,"$1,401 ",3.0
"$284,900",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 1E,"$1,401 ",1.0
"$565,000",Bronx,MULTI_FAMILY,"$47,036 ",De Reimer Ave,"$1,401 ",3.0
"$199,900",Bronx,CONDO,"$47,036 ",W 239th St APT 3K,"$1,401 ",1.0
"$720,000",Bronx,MULTI_FAMILY,"$47,036 ",E 227th Street,"$1,401 ",
"$179,000",Bronx,CONDO,"$47,036 ",Sedgwick Ave APT 11C,"$1,401 ",1.0
"$585,000",Bronx,SINGLE_FAMILY,"$47,036 ",De Reimer Avenue,"$1,401 ",3.0
"$755,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 18Y,"$1,401 ",2.0
"$730,000",Bronx,MULTI_FAMILY,"$47,036 ",De Reimer Avenue,"$1,401 ",5.0
"$200,000",Bronx,CONDO,"$47,036 ",Kappock St APT 8U,"$1,401 ",1.0
"$949,000",Bronx,MULTI_FAMILY,"$47,036 ",E 223rd Street,"$1,401 ",9.0
"$189,000",Bronx,CONDO,"$47,036 ",Sedgwick Ave APT 6E,"$1,401 ",1.0
"$670,000",Bronx,SINGLE_FAMILY,"$47,036 ",Edson Avenue,"$1,401 ",3.0
"$999,000",Bronx,CONDO,"$47,036 ",Palisade Ave APT 4C,"$1,401 ",3.0
"$589,000",Bronx,SINGLE_FAMILY,"$47,036 ",Grace Avenue,"$1,401 ",3.0
"$499,000",Bronx,CONDO,"$47,036 ",Kappock St APT 407,"$1,401 ",2.0
"$899,000",Bronx,MULTI_FAMILY,"$47,036 ",Edson Avenue,"$1,401 ",4.0
"$399,000",Bronx,CONDO,"$47,036 ",Johnson Avenue UNIT 5N,"$1,401 ",3.0
"$549,999",Bronx,SINGLE_FAMILY,"$47,036 ",E 231st Street,"$1,401 ",3.0
"$455,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 5U,"$1,401 ",2.0
"$595,000",Bronx,MULTI_FAMILY,"$47,036 ",Pitman Avenue,"$1,401 ",
"$375,600",Bronx,CONDO,"$47,036 ",Fieldston Rd APT 5O,"$1,401 ",2.0
"$750,000",Bronx,MULTI_FAMILY,"$47,036 ",Pitman Avenue,"$1,401 ",5.0
"$649,000",Bronx,CONDO,"$47,036 ",Hudson Manor Ter APT 10C,"$1,401 ",3.0
"$535,000",Bronx,SINGLE_FAMILY,"$47,036 ",Wilder Avenue,"$1,401 ",4.0
"$779,900",Bronx,MULTI_FAMILY,"$47,036 ",E 224th Street,"$1,401 ",7.0
"$829,000",Bronx,MULTI_FAMILY,"$47,036 ",Bronxwood Avenue,"$1,401 ",
"$729,000",Bronx,MULTI_FAMILY,"$47,036 ",Nereid Ave,"$1,401 ",4.0
"$675,000",Bronx,SINGLE_FAMILY,"$47,036 ",Bussing Avenue,"$1,401 ",3.0
"$539,000",Bronx,SINGLE_FAMILY,"$47,036 ",Bruner Avenue,"$1,401 ",3.0
"$849,999",Bronx,MULTI_FAMILY,"$47,036 ",Carpenter Avenue,"$1,401 ",7.0
"$869,000",Bronx,MULTI_FAMILY,"$47,036 ",Dereimer Avenue,"$1,401 ",5.0
"$499,000",Bronx,SINGLE_FAMILY,"$47,036 ",De Reimer Avenue,"$1,401 ",3.0
"$929,000",Bronx,MULTI_FAMILY,"$47,036 ",E 226th Street,"$1,401 ",
"$499,000",Bronx,SINGLE_FAMILY,"$47,036 ",Provost Ave,"$1,401 ",3.0
"$700,000",Bronx,MULTI_FAMILY,"$47,036 ",Grace Avenue,"$1,401 ",4.0
"$775,000",Bronx,MULTI_FAMILY,"$47,036 ",Baychester Avenue,"$1,401 ",6.0
"$549,000",Bronx,SINGLE_FAMILY,"$47,036 ",Bruner Avenue,"$1,401 ",2.0
"$699,000",Bronx,SINGLE_FAMILY,"$47,036 ",E 236th Street,"$1,401 ",7.0
"$690,000",Bronx,MULTI_FAMILY,"$47,036 ",E 241st Street,"$1,401 ",4.0
"$999,000",Bronx,MULTI_FAMILY,"$47,036 ",Matilda Avenue,"$1,401 ",5.0
"$969,000",Bronx,MULTI_FAMILY,"$47,036 ",E 230th Street,"$1,401 ",8.0
"$569,900",Bronx,SINGLE_FAMILY,"$47,036 ",Wilder Avenue,"$1,401 ",3.0
"$749,000",Bronx,MULTI_FAMILY,"$47,036 ",Dyre Avenue,"$1,401 ",5.0
"$325,000",Bronx,CONDO,"$47,036 ",Palisade Avenue UNIT 6K,"$1,401 ",1.0
"$450,000",Bronx,SINGLE_FAMILY,"$47,036 ",E 223rd Street,"$1,401 ",3.0
"$989,000",Bronx,SINGLE_FAMILY,"$47,036 ",Van Corlear Pl,"$1,401 ",4.0
"$535,000",Bronx,SINGLE_FAMILY,"$47,036 ",E 225th St,"$1,401 ",4.0
"$595,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W #10C,"$1,401 ",3.0
"$850,000",Bronx,MULTI_FAMILY,"$47,036 ",E 230th Street,"$1,401 ",6.0
"$260,000",Bronx,CONDO,"$47,036 ",Independence Ave APT 4P,"$1,401 ",2.0
"$995,000",Bronx,MULTI_FAMILY,"$47,036 ",E 229th St,"$1,401 ",8.0
"$950,000",Bronx,MULTI_FAMILY,"$47,036 ",Heath Avenue,"$1,401 ",6.0
"$899,000",Bronx,MULTI_FAMILY,"$47,036 ",E 223rd Street,"$1,401 ",4.0
"$1,075,000",Bronx,CONDO,"$47,036 ",Riverdale Ave APT 4B,"$1,401 ",4.0
"$625,000",Bronx,CONDO,"$47,036 ",W 236th St #W5C,"$1,401 ",2.0
"$625,000",Bronx,CONDO,"$47,036 ",W 236th Street UNIT 5C,"$1,401 ",2.0
"$230,000",Bronx,CONDO,"$47,036 ",Henry Hudson Parkway UNIT 7A,"$1,401 ",1.0
"$2,400,000",Bronx,SINGLE_FAMILY,"$47,036 ",Fairfield Ave,"$1,401 ",6.0
"$525,000",Bronx,CONDO,"$47,036 ",Johnson Ave #5J,"$1,401 ",2.0
"$225,000",Bronx,CONDO,"$47,036 ",Riverdale Avenue UNIT 2A,"$1,401 ",1.0
"$250,000",Bronx,CONDO,"$47,036 ",Johnson Ave APT 1F,"$1,401 ",1.0
"$159,000",Bronx,CONDO,"$47,036 ",Cambridge Ave APT 6B,"$1,401 ",1.0
"$1,179,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 22S,"$1,401 ",3.0
"$699,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 20Y,"$1,401 ",2.0
"$335,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 14K,"$1,401 ",1.0
"$160,000",Bronx,CONDO,"$47,036 ",Bailey Avenue UNIT 2B,"$1,401 ",1.0
"$849,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy APT 8S,"$1,401 ",3.0
"$229,900",Bronx,CONDO,"$47,036 ",Oxford Ave APT 6D,"$1,401 ",2.0
"$629,000",Bronx,CONDO,"$47,036 ",Cambridge Ave APT 3C,"$1,401 ",3.0
"$560,000",Bronx,MULTI_FAMILY,"$47,036 ",E 237th Street,"$1,401 ",7.0
"$350,000",Bronx,CONDO,"$47,036 ",W 231st St APT 4F,"$1,401 ",2.0
"$599,000",Bronx,MULTI_FAMILY,"$47,036 ",Bruner Avenue,"$1,401 ",4.0
"$335,000",Bronx,CONDO,"$47,036 ",Johnson Ave #10F,"$1,401 ",1.0
"$415,000",Bronx,SINGLE_FAMILY,"$47,036 ",Laconia Ave,"$1,401 ",3.0
"$499,900",Bronx,SINGLE_FAMILY,"$47,036 ",Fort Independence Street,"$1,401 ",3.0
"$389,000",Bronx,CONDO,"$47,036 ",Kappock St APT 6S,"$1,401 ",2.0
"$690,000",Bronx,MULTI_FAMILY,"$47,036 ",Edenwald Ave,"$1,401 ",5.0
"$229,000",Bronx,CONDO,"$47,036 ",Henry Hudson Pkwy W #12G,"$1,401 ",1.0
"$575,000",Bronx,SINGLE_FAMILY,"$47,036 ",De Reimer Avenue,"$1,401 ",3.0
